,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand
4676,Inselspital,Bern,CH,Freiburgstrasse 18,,,1000.0,31000.0,482.28,5189.51,13385.0,,51056.79,hco,amgen,2016,freiburgstrasse 18,bern,inselspital
5061,Inselspital,Bern,CH,Freiburgstrasse 18,,,7000.0,0.0,0.0,0.0,0.0,0.0,7000.0,hco,baxter,2016,freiburgstrasse 18,bern,inselspital
11585,Inselspital,Bern,CH,Freiburgstrasse 18,,,0.0,20800.0,522.6,1289.1,0.0,0.0,22611.7,hco,takeda,2015,freiburgstrasse 18,bern,inselspital
10998,Inselspital,Bern,CH,Freiburgstrasse 36,,,0.0,21534.0,0.0,0.0,5400.0,0.0,26934.0,hco,pfizer,2015,freiburgstrasse 36,bern,inselspital
7340,Inselspital,Bern,CH,Freiburgstrasse 18,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,otsuka,2016,freiburgstrasse 18,bern,inselspital
9439,Inselspital,Bern,CH,Freiburgstrasse 4,,,0.0,16250.0,3000.0,0.0,4950.0,0.0,24200.0,hco,celgene,2015,freiburgstrasse 4,bern,inselspital
6317,Inselspital,Bern,CH,Freiburgstrasse 18,3010,,,14502.25,,,,,14502.25,hco,leo,2016,freiburgstrasse 18,bern,inselspital
5279,Inselspital,Bern,CH,Freiburgstrasse,,,,3000.0,,,1500.0,,4500.0,hco,bgp,2016,freiburgstrasse,bern,inselspital
10333,Inselspital (Endokr/Diab),Bern,CH,Freiburgstrasse 18,,,40000.0,4000.0,0.0,0.0,0.0,0.0,44000.0,hco,merck,2015,freiburgstrasse 18,bern,inselspital (endokr/diab)
5797,"Inselspital - DFKE Pädiatrische Endokrinologie, Diabetologie und Stoffwechsel",Bern,CH,"Kinderklinik, Freiburgstrasse 18",,,,15000.0,,,,,15000.0,hco,eli,2016,kinderklinik freiburgstrasse 18,bern,"inselspital - dfke pädiatrische endokrinologie, diabetologie und stoffwechsel"
5798,"Inselspital - Diabetologie, Endokrinologie, Ernährungsmedizin & Metabolismus (UDEM)",Bern,CH,"Inselspital, Freiburgstrasse 18",,,,4000.0,,,,,4000.0,hco,eli,2016,inselspital freiburgstrasse 18,bern,"inselspital - diabetologie, endokrinologie, ernährungsmedizin & metabolismus (udem)"
11587,Inselspital - Institut für Pharmakologie(UNIB E),Bern,CH,Friedbühlstrasse 49,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,takeda,2015,friedbuehlstrasse 49,bern,inselspital - institut für pharmakologie(unib e)
11588,Inselspital - Klinik für Viszerale Chirurgie und Medizin,Bern,CH,Freiburgstrasse 4,,,10800.0,4500.0,515.9,925.46,0.0,0.0,16741.36,hco,takeda,2015,freiburgstrasse 4,bern,inselspital - klinik für viszerale chirurgie und medizin
11589,Inselspital - Klinik und Poliklinik für Gastroenteroloqie,Bern,CH,Freiburgstrasse 18,,,0.0,0.0,214.4,742.65,2150.0,0.0,3107.05,hco,takeda,2015,freiburgstrasse 18,bern,inselspital - klinik und poliklinik für gastroenteroloqie
11590,Inselspital - Klinik und Poliklinik für Kardiologie,Bern,CH,Freiburgstrasse 4,,,0.0,5700.0,429.76,1375.12,2200.0,0.0,9704.89,hco,takeda,2015,freiburgstrasse 4,bern,inselspital - klinik und poliklinik für kardiologie
8852,Inselspital - Neurologische Klinik,Bern,CH,Freiburgstrasse 18,,,0.0,4500.0,0.0,0.0,0.0,0.0,4500.0,hco,almirall,2015,freiburgstrasse 18,bern,inselspital - neurologische klinik
8853,Inselspital - Poliklinik für Dermatologie,Bern,CH,Freiburgstrasse 18,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,almirall,2015,freiburgstrasse 18,bern,inselspital - poliklinik für dermatologie
9655,Inselspital - Poliklinik für Dermatologie,Bern,CH,Freiburgstrasse 18,,,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,eli,2015,freiburgstrasse 18,bern,inselspital - poliklinik für dermatologie
5799,Inselspital - Poliklinik für Dermatologie,Bern,CH,Freiburgstrasse 18,,,,6000.0,,,,,6000.0,hco,eli,2016,freiburgstrasse 18,bern,inselspital - poliklinik für dermatologie
7885,Inselspital - Stiftungen und Fonds,Bern,CH,Freiburgstrasse 18,,,,3000.0,,,,,3000.0,hco,servier,2016,freiburgstrasse 18,bern,inselspital - stiftungen und fonds
11427,Inselspital - Stiftungen und Fonds,Bern,CH,Freiburgstrasse 18,,,0.0,14000.0,0.0,0.0,0.0,0.0,14000.0,hco,servier,2015,freiburgstrasse 18,bern,inselspital - stiftungen und fonds
9796,Inselspital - Swiss Experts in Viral Hepatitis,Bern,CH,Freiburgstrasse 4 Inselspital,,,0.0,60000.0,0.0,0.0,0.0,0.0,60000.0,hco,gilead,2015,freiburgstrasse 4 inselspital,bern,inselspital - swiss experts in viral hepatitis
5971,Inselspital - Swiss Experts in Viral Hepatitis,Bern,CH,Freiburgstrasse 4 Inselspital,,,,60000.0,,,,,60000.0,hco,gilead,2016,freiburgstrasse 4 inselspital,bern,inselspital - swiss experts in viral hepatitis
5328,Inselspital - Universitätsspital Bern,Bern,CH,Freiburgstrasse 8,,,70000.0,2118.08,,406.5,10800.69,978.4,84303.67,hco,biogen,2016,freiburgstrasse 8,bern,inselspital - universitätsspital bern
9343,Inselspital - Universitätsspital Bern,Bern,CH,Freiburgstrasse 4,,,0.0,15750.0,0.0,91.7,32695.43,800.19,49337.32,hco,biogen,2015,freiburgstrasse 4,bern,inselspital - universitätsspital bern
11586,Inselspital - Ärztliche Direktion,Bern,CH,Freiburgstrasse 18,,,0.0,3240.0,0.0,0.0,0.0,0.0,3240.0,hco,takeda,2015,freiburgstrasse 18,bern,inselspital - ärztliche direktion
4608,Inselspital -Poliklinik für Dermatologie,Bern,CH,Freiburgstrasse 18,,,,4320.0,,,,,4320.0,hco,almirall,2016,freiburgstrasse 18,bern,inselspital -poliklinik für dermatologie
11591,Inselspital -Universitätsklinik für Allgemeine und Innere Medizin,Bern,CH,Freiburgstrasse 18,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,takeda,2015,freiburgstrasse 18,bern,inselspital -universitätsklinik für allgemeine und innere medizin
1611,Inselspital / Institut für Pharmakologie,Bern,CH,Freiburgstrasse 4,,Inselspital_Institut_fur_ Pharmakologie,,,,,3150.0,,3150.0,hco,galderma,2017,freiburgstrasse 4,bern,inselspital / institut für pharmakologie
11779,Inselspital Bern,Bern,CH,"Universitätsspital Bern, Universitätsklinik für Hämatologie und Hämatologisches Zentrallabor, Freibursstrasse 2, PKT2 D574",3010,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,teva,2015,universitaetsspital bern universitaetsklinik fuer haematologie und haematologisches zentrallabor freibursstrasse 2 pkt2 d574,bern,inselspital bern
4087,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,,30700.0,,,6940.0,453.5,38093.5,hco,ucb,2017,freiburgstrasse 18,bern,inselspital bern
11484,Inselspital Bern,Bern,CH,Allergologische-Immunologische Poliklinik,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,stallergenes,2015,allergologische-immunologische poliklinik,bern,inselspital bern
7816,INSELSPITAL BERN,Bern,CH,Freiburgerstr. 18,,,,57616.0,,,10880.0,2113.56,70609.56,hco,sanofi,2016,freiburgerstrasse 18,bern,inselspital bern
11486,Inselspital Bern,Bern,CH,Allergologische-Immunologische Poliklinik,,,0.0,3240.0,0.0,0.0,0.0,0.0,3240.0,hco,stallergenes,2015,allergologische-immunologische poliklinik,bern,inselspital bern
11777,Inselspital Bern,Bern,CH,"Inselspital, Universitätsklinik für Neurologie",3010,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,teva,2015,inselspital universitaetsklinik fuer neurologie,bern,inselspital bern
9746,Inselspital Bern,Bern,CH,Effingerstrasse 102,,,0.0,470.0,0.0,0.0,0.0,0.0,470.0,hco,ferring,2015,effingerstrasse 102,bern,inselspital bern
11485,Inselspital Bern,Bern,CH,Allergologische-Immunologische Poliklinik,,,0.0,2334.0,0.0,0.0,0.0,0.0,2334.0,hco,stallergenes,2015,allergologische-immunologische poliklinik,bern,inselspital bern
3193,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,,1000.0,,,900.0,,1900.0,hco,otsuka,2017,freiburgstrasse 18,bern,inselspital bern
8823,Inselspital Bern,Bern,CH,Freiburgstrasse 4,,,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,allergan,2015,freiburgstrasse 4,bern,inselspital bern
246,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,,3240.0,,,,,3240.0,hco,almirall,2017,freiburgstrasse 18,bern,inselspital bern
7974,Inselspital Bern,Bern,CH,Allergologische-Immunologische Poliklinik,,,,3000.0,,,,,3000.0,hco,stallergenes,2016,allergologische-immunologische poliklinik,bern,inselspital bern
7977,Inselspital Bern,Bern,CH,Allergologische-Immunologische Poliklinik,,,,2334.0,,,,,2334.0,hco,stallergenes,2016,allergologische-immunologische poliklinik,bern,inselspital bern
7984,Inselspital Bern,Bern,CH,Allergologische-Immunologische Poliklinik,,,,3240.0,,,,,3240.0,hco,stallergenes,2016,allergologische-immunologische poliklinik,bern,inselspital bern
11778,Inselspital Bern,Bern,CH,"Inselspital Bern, Neurologische Poliklinik",3010,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,teva,2015,inselspital bern neurologische poliklinik,bern,inselspital bern
1022,Inselspital Bern,Bern,CH,Freiburgstrasse 10,,,,28252.0,,,15486.0,,43738.0,hco,biogen,2017,freiburgstrasse 10,bern,inselspital bern
5033,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,,224.0,,1669.85,1900.0,,3793.85,hco,baxalta,2016,freiburgstrasse 18,bern,inselspital bern
330,Inselspital Bern,Bern,CH,Freiburgstrasse18,,,,23014.1,3950.22,19203.8,12550.0,,58718.12,hco,amgen,2017,freiburgstrasse18,bern,inselspital bern
11133,Inselspital Bern,Bern,CH,Freiburgstrasse 8,,,2620.0,760.0,0.0,0.0,0.0,0.0,3380.0,hco,pierre,2015,freiburgstrasse 8,bern,inselspital bern
2328,Inselspital Bern,Bern,CH,Freiburgstrasse 8,,,,0.0,,,1050.0,,1050.0,hco,mepha,2017,freiburgstrasse 8,bern,inselspital bern
1263,Inselspital Bern,Bern,CH,Freiburgstrasse 4,,WCHH00789680,9500.0,11750.0,,,2687.5,,23937.5,hco,celgene,2017,freiburgstrasse 4,bern,inselspital bern
438,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,0.0,15000.0,1116.3,987.9,5900.0,113.5,23117.7,hco,astellas,2017,freiburgstrasse 18,bern,inselspital bern
1651,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,36777.0,154832.0,6130.0,23723.0,5195.0,1080.0,227739.0,hco,gilead,2017,freiburgstrasse 18,bern,inselspital bern
11132,Inselspital Bern,Bern,CH,Effingerstrasse 102,,,0.0,2500.0,469.4,969.6,0.0,0.0,3939.0,hco,pierre,2015,effingerstrasse 102,bern,inselspital bern
2120,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,,7000.0,,,,,7000.0,hco,meda,2017,freiburgstrasse 18,bern,inselspital bern
2019,Inselspital Bern,Bern,CH,Freiburgstrasse 18,3010,,,6000.0,,,,,6000.0,hco,leo,2017,freiburgstrasse 18,bern,inselspital bern
7750,Inselspital Bern,Bern,CH,FREIBURGSTRASSE,,,10000.0,1000.0,,,,,11000.0,hco,sandoz,2016,freiburgstrasse,bern,inselspital bern
1591,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,7601002001724,,,,1537.64,,,1537.64,hco,future,2017,freiburgstrasse 18,bern,inselspital bern
3853,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,,7644.0,,567.2,7880.0,,16091.2,hco,shire,2017,freiburgstrasse 18,bern,inselspital bern
1192,Inselspital Bern,Bern,CH,Freiburgstrasse 18,,,,49255.0,1755.0,,5746.0,41.0,56797.0,hco,bristol,2017,freiburgstrasse 18,bern,inselspital bern
10844,Inselspital Bern,Bern,CH,Freiburgstrasse,,,95000.0,10780.0,438.0,1546.0,7006.0,0.0,114770.0,hco,novo,2015,freiburgstrasse,bern,inselspital bern
1652,Inselspital Bern - Hepatologie,Bern,CH,Freiburgstrasse 4 Inselspital,,,,,925.0,13974.0,750.0,,15650.0,hco,gilead,2017,freiburgstrasse 4 inselspital,bern,inselspital bern - hepatologie
247,Inselspital Bern - Klinik für Dermatologie,Bern,CH,Freiburgstrasse 18,,,,9616.0,,,,,9616.0,hco,almirall,2017,freiburgstrasse 18,bern,inselspital bern - klinik für dermatologie
248,Inselspital Bern - Klinik für Neurologie,Bern,CH,Freiburgstrasse 18,,,,2160.0,,,,,2160.0,hco,almirall,2017,freiburgstrasse 18,bern,inselspital bern - klinik für neurologie
2121,Inselspital Bern - Klinik für Rheumatologie,Bern,CH,Freiburgstrasse 18,,,,1000.0,,,,,1000.0,hco,meda,2017,freiburgstrasse 18,bern,inselspital bern - klinik für rheumatologie
1653,Inselspital Bern - Klinik für Viszerale Chir./,Bern,CH,Freiburgstrasse 18,,,,,1308.0,1352.0,,,2661.0,hco,gilead,2017,freiburgstrasse 18,bern,inselspital bern - klinik für viszerale chir./
1654,Inselspital Bern - Swiss Experts in Viral Hepatitis,Bern,CH,Freiburgstrasse 4 Inselspital,,,,30000.0,,,,,30000.0,hco,gilead,2017,freiburgstrasse 4 inselspital,bern,inselspital bern - swiss experts in viral hepatitis
7646,Inselspital Bern AG,Bern,CH,Freiburgstr. 18,,,25000.0,15000.0,4141.0,12856.0,14115.0,76.0,71186.0,hco,roche,2016,freiburgstrasse 18,bern,inselspital bern ag
1048,Inselspital Bern Dermatologie,Bern,CH,Freiburgstrasse 18,3010,,,9000.0,,,,,9000.0,hco,biotest,2017,freiburgstrasse 18,bern,inselspital bern dermatologie
1045,Inselspital Bern Frauenklinik,Bern,CH,Effingerstrasse 102,3010,,,1000.0,,,,,1000.0,hco,biotest,2017,effingerstrasse 102,bern,inselspital bern frauenklinik
1044,Inselspital Bern Hämatologie,Bern,CH,Freiburgstrasse 8,3010,,,1000.0,,,,,1000.0,hco,biotest,2017,freiburgstrasse 8,bern,inselspital bern hämatologie
9361,Inselspital Bern Immunologie,Bern,CH,Freiburgstrasse 8,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,biotest,2015,freiburgstrasse 8,bern,inselspital bern immunologie
11234,Inselspital Bern Medizin Hämatologie,Bern,CH,Freiburgstrasse 18,3010,,0.0,3750.0,0.0,0.0,0.0,0.0,3750.0,hco,roche,2015,freiburgstrasse 18,bern,inselspital bern medizin hämatologie
11235,Inselspital Bern Medizin Pneumologie,Bern,CH,Freiburgstrasse 18,3010,,66000.0,0.0,406.0,256.0,0.0,0.0,66661.0,hco,roche,2015,freiburgstrasse 18,bern,inselspital bern medizin pneumologie
9054,Inselspital Bern Medizin Pneumologie,Bern,CH,Freiburgstrasse 18,3010,,13000.0,0.0,0.0,0.0,0.0,0.0,13000.0,hco,astrazeneca,2015,freiburgstrasse 18,bern,inselspital bern medizin pneumologie
9053,Inselspital Bern Méd.Cardiologie,Bern,CH,Freiburgstrasse 18,3010,,9000.0,6720.0,0.0,0.0,2800.0,88.0,18608.0,hco,astrazeneca,2015,freiburgstrasse 18,bern,inselspital bern méd.cardiologie
1049,Inselspital Bern Neurologie,Bern,CH,Freiburgstrasse 8,3010,,,24000.0,,,,,24000.0,hco,biotest,2017,freiburgstrasse 8,bern,inselspital bern neurologie
1110,Inselspital Bern Ophthalmologische Klinik,Bern,CH,Freiburgstrasse 18,3010,,,,,,545.0,,545.0,hco,boehringer,2017,freiburgstrasse 18,bern,inselspital bern ophthalmologische klinik
11236,Inselspital Bern Pathologie,Bern,CH,Murtenstrasse 31,3010,,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,hco,roche,2015,murtenstrasse 31,bern,inselspital bern pathologie
1047,Inselspital Bern Rheumatologie,Bern,CH,Freiburgstrasse 8,3010,,,9500.0,,,,,9500.0,hco,biotest,2017,freiburgstrasse 8,bern,inselspital bern rheumatologie
11237,Inselspital Bern Rheumatologische Klinik,Bern,CH,Freiburgstrasse 18,3010,,0.0,7870.0,0.0,0.0,0.0,0.0,7870.0,hco,roche,2015,freiburgstrasse 18,bern,inselspital bern rheumatologische klinik
7241,Inselspital Bern Stiftungen und Fonds,Bern,CH,Freiburgstrasse 18,,,146000.0,9500.0,3375.0,6927.0,5500.0,938.0,172240.0,hco,novo,2016,freiburgstrasse 18,bern,inselspital bern stiftungen und fonds
9362,Inselspital Bern Viszerale Chirurgie,Bern,CH,Freiburgstrasse 9,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,biotest,2015,freiburgstrasse 9,bern,inselspital bern viszerale chirurgie
1046,Inselspital Bern Viszerale Chirurgie,Bern,CH,Freiburgstrasse 8,3010,,,3000.0,,,,,3000.0,hco,biotest,2017,freiburgstrasse 8,bern,inselspital bern viszerale chirurgie
7080,"Inselspital Bern, Insel-Gruppe AG",Bern,CH,Freiburgstrasse 18,,,28460.8,47750.0,6912.75,8474.53,84849.92,3183.21,179631.21,hco,novartis,2016,freiburgstrasse 18,bern,"inselspital bern, insel-gruppe ag"
1111,"Inselspital Bern, Insel-Gruppe AG",Bern,CH,Freiburgstrasse 18,3010,,,32872.0,,15384.73,13750.0,,62006.73,hco,boehringer,2017,freiburgstrasse 18,bern,"inselspital bern, insel-gruppe ag"
3491,"Inselspital Bern, Insel-Gruppe AG",Bern,CH,Freiburgstrasse 18,3010,,0.0,0.0,4698.86,15371.8,4100.0,0.0,24170.66,hco,roche,2017,freiburgstrasse 18,bern,"inselspital bern, insel-gruppe ag"
2913,"Inselspital Bern, Insel-Gruppe AG",Bern,CH,Freiburgstrasse 18,,,16630.0,53490.0,3310.0,1384.65,59150.93,3272.24,137237.82,hco,novartis,2017,freiburgstrasse 18,bern,"inselspital bern, insel-gruppe ag"
2569,"Inselspital Bern, Insel-Gruppe AG",Bern,CH,Freiburgstrasse 18,,,,63500.0,6961.58,12183.77,27101.0,3024.0,112770.35,hco,msd,2017,freiburgstrasse 18,bern,"inselspital bern, insel-gruppe ag"
5403,"Inselspital Bern, Insel-Gruppe AG",Bern,CH,Freiburgstrasse 18,3010,,0.0,11000.0,817.63,1220.02,1500.0,0.0,14537.65,hco,boehringer,2016,freiburgstrasse 18,bern,"inselspital bern, insel-gruppe ag"
3869,"Inselspital Bern, Klinik für Frauenheilkunde",Bern,CH,Effingerstrasse 102,,,,2500.0,,,,,2500.0,hco,shire,2017,effingerstrasse 102,bern,"inselspital bern, klinik für frauenheilkunde"
8169,"inselspital Bern, Neurologische Poliklinik",Bern,CH,Freiburgstrasse,3010,,,2000.0,,,,,2000.0,hco,teva,2016,freiburgstrasse,bern,"inselspital bern, neurologische poliklinik"
2199,"Inselspital Bern, Universitätskinik für Dermatologie",Bern,CH,Freiburgsbasse 4,,,,4000.0,,,,,4000.0,hco,menarini,2017,freiburgsbasse 4,bern,"inselspital bern, universitätskinik für dermatologie"
2200,"Inselspital Bern, Universitätsklinik für Nephrologie und Hyperonie",Bern,CH,Freiburgsbasse 15,,,,1000.0,,,,,1000.0,hco,menarini,2017,freiburgsbasse 15,bern,"inselspital bern, universitätsklinik für nephrologie und hyperonie"
2201,"Inselspital Bern, Universitätsklinik lür Rheumatologie, Immunologie undAllergologie",Bern,CH,Freiburgsbasse 4,,,,9000.0,,,,,9000.0,hco,menarini,2017,freiburgsbasse 4,bern,"inselspital bern, universitätsklinik lür rheumatologie, immunologie undallergologie"
10710,Inselspital Bern. Insel-Gruppe AG,Bern,CH,Freiburgstrasse 18,,,38783.0,119998.0,6476.66,14392.88,57875.13,1215.42,238741.09,hco,novartis,2015,freiburgstrasse 18,bern,inselspital bern. insel-gruppe ag
3854,Inselspital Bern; Universitätsklinik für Nephrologie Hypertonie & klinische Pharmakologie,Bern,CH,Freiburgstraße 4,,,,800.0,,,,,800.0,hco,shire,2017,freiburgstrasse 4,bern,inselspital bern; universitätsklinik für nephrologie hypertonie & klinische pharmakologie
3852,Inselspital Department Klinische Forschung,Bern,CH,Murtenstrasse 40,,,,682.0,,1006.08,,,1688.08,hco,shire,2017,murtenstrasse 40,bern,inselspital department klinische forschung
5350,Inselspital Dermatologie,Bern,CH,Freiburgstrasse,,,,14000.0,,,,,14000.0,hco,biotest,2016,freiburgstrasse,bern,inselspital dermatologie
5355,Inselspital Hämatologie,Bern,CH,Freiburgstrasse,,,,500.0,,,,,500.0,hco,biotest,2016,freiburgstrasse,bern,inselspital hämatologie
8582,Inselspital Kardiologie,Bern,CH,Freiburgstrasse,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,menarini,2015,freiburgstrasse,bern,inselspital kardiologie
3855,Inselspital Klinik für Neurologie,Bern,CH,Freiburgstr. 8,,,,,,516.08,,,516.08,hco,shire,2017,freiburgstrasse 8,bern,inselspital klinik für neurologie
5349,Inselspital Neurologie,Bern,CH,Freiburgstrasse,,,,13000.0,,,,,13000.0,hco,biotest,2016,freiburgstrasse,bern,inselspital neurologie
3856,Inselspital Notfallstation,Bern,CH,Freiburgstrasse 4,,,,1750.0,,,,,1750.0,hco,shire,2017,freiburgstrasse 4,bern,inselspital notfallstation
5347,Inselspital Rheumatologie,Bern,CH,Freiburgstrasse,,,,7500.0,,,,,7500.0,hco,biotest,2016,freiburgstrasse,bern,inselspital rheumatologie
5019,Inselspital Stiftungen und Fords,Bern,CH,Freiburgstrasse 8,,,,5975.0,,,1000.0,,6975.0,hco,baxalta,2016,freiburgstrasse 8,bern,inselspital stiftungen und fords
9496,Inselspital Universitätsklinik für Intensivmedizin,Bern,CH,Freiburgstrassse,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,csl,2015,freiburgstrassse,bern,inselspital universitätsklinik für intensivmedizin
5348,Inselspital Viszerale Chirurgie,Bern,CH,Freiburgstrasse,,,,3500.0,,,,,3500.0,hco,biotest,2016,freiburgstrasse,bern,inselspital viszerale chirurgie
11592,Inselspital • Klinik für Nephrologie/ Hypertonie,Bern,CH,Freiburgstrasse 15,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,takeda,2015,freiburgstrasse 15,bern,inselspital • klinik für nephrologie/ hypertonie
6491,"Inselspital, Allergologisch-Immunologische Poliklinik",Bern,CH,PKT 2A,,,,5000.0,,,,,5000.0,hco,menarini,2016,pocket 2a,bern,"inselspital, allergologisch-immunologische poliklinik"
8583,"Inselspital, Allergologisch-immunologische Poliklinik",Bern,CH,PKT 2 A,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,menarini,2015,pocket 2 a,bern,"inselspital, allergologisch-immunologische poliklinik"
9497,"Inselspital, Department of Visceral & Transplant Surgery",Bern,CH,Freiburgstrasse,,,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0,hco,csl,2015,freiburgstrasse,bern,"inselspital, department of visceral & transplant surgery"
8317,"Inselspital, Fortbildungsfonds Frauenklinik FWF-002",Bern,CH,Freiburgstrasse 18,,,,2500.0,,,,,2500.0,hco,vifor,2016,freiburgstrasse 18,bern,"inselspital, fortbildungsfonds frauenklinik fwf-002"
9498,"Inselspital, Frauenklinik Inselspital",Bern,CH,Effingerstrasse 102,,,0.0,4900.0,0.0,0.0,0.0,0.0,4900.0,hco,csl,2015,effingerstrasse 102,bern,"inselspital, frauenklinik inselspital"
8318,"Inselspital, Gastroenterology",Bern,CH,Freiburgstrasse 18,,,,,,,5727.08,14632.36,20359.44,hco,vifor,2016,freiburgstrasse 18,bern,"inselspital, gastroenterology"
2445,"Inselspital, Insel-Gruppe AG",Bern,CH,Freiburgstrasse,,,100000.0,15411.7,1423.76,5906.11,8900.0,98.0,131739.57,hco,merck,2017,freiburgstrasse,bern,"inselspital, insel-gruppe ag"
10334,"Inselspital, Insel-Gruppe AG",Bern,CH,Freiburgstrasse,,,90000.0,46400.0,84.39,481.18,5175.0,0.0,142140.57,hco,merck,2015,freiburgstrasse,bern,"inselspital, insel-gruppe ag"
8319,"Inselspital, Klinik und Poliklinik für Pneumologie",Bern,CH,Freiburgstrasse 18,,,,3000.0,108.54,332.92,,,3441.46,hco,vifor,2016,freiburgstrasse 18,bern,"inselspital, klinik und poliklinik für pneumologie"
8320,"Inselspital, Pneumology",Bern,CH,Freiburgstrasse 18,,,,,483.46,1442.45,,,1925.91,hco,vifor,2016,freiburgstrasse 18,bern,"inselspital, pneumology"
8584,"Inselspital, Präventive Kardiologie & Sportmedizin",Bern,CH,Freiburgstrasse,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,menarini,2015,freiburgstrasse,bern,"inselspital, präventive kardiologie & sportmedizin"
8585,"Inselspital, Rheumatologie, Immunologie, Allergologie",Bern,CH,Freiburgstrasse,,,0.0,3800.0,0.0,0.0,0.0,0.0,3800.0,hco,menarini,2015,freiburgstrasse,bern,"inselspital, rheumatologie, immunologie, allergologie"
8321,"Inselspital, Stiftungen und Fonds",Bern,CH,Freiburgstrasse 18,,,12960.0,11140.0,,,3200.0,,27300.0,hco,vifor,2016,freiburgstrasse 18,bern,"inselspital, stiftungen und fonds"
5588,"Inselspital, Universitäres Notfallzentrum",Bern,CH,Freiburgstrasse,,,,6944.45,,,,,6944.45,hco,csl,2016,freiburgstrasse,bern,"inselspital, universitäres notfallzentrum"
1304,"Inselspital, Universitäres Notfallzentrum",Bern,CH,Freiburgstrasse 10,,,,2500.0,,,,,2500.0,hco,csl,2017,freiburgstrasse 10,bern,"inselspital, universitäres notfallzentrum"
11965,"Inselspital, Universität für Frauenheilkunde",Bern,CH,Effingerstrasse 102,,,0.0,3300.0,0.0,0.0,0.0,0.0,3300.0,hco,zambon,2015,effingerstrasse 102,bern,"inselspital, universität für frauenheilkunde"
9499,"Inselspital, Universitätsklinik für Anästhesie",Bern,CH,Freiburgstrasse,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,csl,2015,freiburgstrasse,bern,"inselspital, universitätsklinik für anästhesie"
5587,"Inselspital, Universitätsklinik für Anästhesiologie und Schmerztherapie",Bern,CH,Freiburgstrasse,,,,1000.0,,,,,1000.0,hco,csl,2016,freiburgstrasse,bern,"inselspital, universitätsklinik für anästhesiologie und schmerztherapie"
6492,"Inselspital, Universitätsklinik für Dermatologie",Bern,CH,Freiburgstrasse 4,,,,4000.0,,,,,4000.0,hco,menarini,2016,freiburgstrasse 4,bern,"inselspital, universitätsklinik für dermatologie"
9500,"Inselspital, Universitätsklinik für Dermatologie",Bern,CH,Freiburgstrasse,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,csl,2015,freiburgstrasse,bern,"inselspital, universitätsklinik für dermatologie"
8502,"Inselspital, Universitätsklinik für Frauenheilkunde",Bern,CH,Effingerstrasse 102,,,,3300.0,,,,,3300.0,hco,zambon,2016,effingerstrasse 102,bern,"inselspital, universitätsklinik für frauenheilkunde"
9501,"Inselspital, Universitätsklinik für Hämatologie & Hämatologisches Zentrallabor",Bern,CH,Freiburgstrasse,,,30000.0,0.0,0.0,0.0,2400.0,0.0,32400.0,hco,csl,2015,freiburgstrasse,bern,"inselspital, universitätsklinik für hämatologie & hämatologisches zentrallabor"
5585,"Inselspital, Universitätsklinik für Hämatologie und Hämatologisches Zentrallabor",Bern,CH,Freiburgstrasse,,,22000.0,,,,,,22000.0,hco,csl,2016,freiburgstrasse,bern,"inselspital, universitätsklinik für hämatologie und hämatologisches zentrallabor"
