name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,group,main_address
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacherstrasse 95,,,,4000.0,,,,,4000,hco,teva,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacher-Strasse95,,,,0.0,,,1495.0,,1495,hco,mepha,4,
Kantonsspital St. Gallen,St. Gallen,CH,St. Gallen,9007,,,836.0,825.0,1050.0,,252.0,10487.0,hco,allergan,443,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacherstrasse 95,,,,3000.0,,,,,3000,hco,mepha,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacherstrasse 95,,,2000.0,36810.0,5397.0,6920.0,4720.0,,55849.0,hco,gilead,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacherstr. 95,,,20000.0,8500.0,405.65,556.0,1000.0,47.0,30508.65,hco,merck,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,,,,,1000.0,,1000.0,hco,otsuka,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacher Strasse 95,9007,,,2750.0,,,,,2750.0,hco,leo,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacher Strasse 95,,WCHH05207411,77000.0,13000.0,5488.64,12280.8,1913.88,,109683.32,hco,celgene,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacherstrasse 95,,,0.0,53730,407.0,0,7344,0.0,61481,hco,pfizer,4,
Kantonsspital St. Gallen,St. Gallen,CH,Rorschacheratrasse 95,,,,7629.6,306.5,855.6,,,8791.7,hco,menarini,4,
Kantonsspital St. Gallen,St. Gallen,CH,"Rorschacher Strasse 95, St. Gallen",9007,,0.0,24500.0,5552.1,14811.78,21494.99,395.0,66753.87,hco,roche,4,
Kantonsspital St. Gallen - Dermatologie und Allergologie,St. Gallen,CH,Rorschacherstrasse 95,,,,3240.0,,,,,3240.0,hco,almirall,4,
Kantonsspital St. Gallen - Klinik für Neurologie,St. Gallen,CH,Rorschacherstrasse 95,,,,3780.0,,,,,3780.0,hco,almirall,4,
"Kantonsspital St. Gallen / Klinik für Dermatologie, Venerologie, Allergologie",St. Gallen,CH,Rorschacher Strasse 95,,,,4500.0,,,,,4500.0,hco,galderma,4,
Kantonsspital St. Gallen [H_K014],St. Gallen,CH,Strasse 95,,,,64181.47,1445.15,10917.32,14246.0,,90789.94,hco,msd,4,
"Kantonsspital St. Gallen, Departement Innere Medizin",St. Gallen,CH,Rorschacher Strasse 95,,,,,554.76,1965.37,,,2520.13,hco,vifor,4,
"Kantonsspital St. Gallen, Departement Pflege",St. Gallen,CH,Rorschacherstrasse 95,,,,3309.0,,,,,3309.0,hco,vifor,4,
"Kantonsspital St. Gallen, Klinik für Pneumologie und Schlafmedizin",St. Gallen,CH,Rorschacherstrasse 95,,,,0.0,,,1050.0,,1050,hco,teva,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,3000.0,224.1,859.33,4991.0,86.0,9160.43,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,10000.0,3000.0,0.0,0.0,1462.96,0.0,14462.96,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,12000.0,78.0,39.0,195.0,0.0,12312.0,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,8000.0,117.0,146.25,390.0,0.0,8653.25,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Rorschacher Strasse 95,,,0.0,5703.7,0.0,0.0,0.0,0.0,5703.7,hco,astrazeneca,4,
Kantonsspital St.Gallen,St. Gallen,CH,Departement Finanzen - Rorschacherstrasse 95,9007,KantonsspitalFinanzabteilungStGallen,,4000.0,,,,,4000,hco,servier,4,
Kantonsspital Uri,Altdorf UR,CH,Spitalstrasse 1,6460,,,2000.0,,,,,2000.0,hco,boehringer,134,
Kantonsspital Uri,Altdorf Ur,CH,Spitalstrasse 1,,,,,308.9,1162.77,,,1471.67,hco,amgen,134,
Kantonsspital Uri,Altdorf UR,CH,Spitalstrasse 1,,,0.0,2000,0.0,0,0,0.0,2000,hco,pfizer,134,
Kantonsspital Uri,Altdorf UR,CH,Spitalstrasse 1,6460,40535159,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,134,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,,2080.0,,,,,2080.0,hco,gilead,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,8400,,,1000.0,,,,,1000.0,hco,boehringer,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,4565.0,0.0,0.0,0.0,0.0,0.0,4565.0,hco,baxter,13,1.0
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,,4000.0,,,,,4000.0,hco,msd,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,,3000.0,,,,,3800.0,hco,menarini,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,8400,,0,1000.00,0.0,0,0,0.0,1000.0,hco,takeda,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 17,,WCHH09462455,,5000.0,,,,,5000.0,hco,celgene,13,
Kantonsspital Winterthur,Winterthur,CH,Postfach 8,,,5400.0,2080,0.0,0,0,0.0,7480,hco,pfizer,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,10096.00,0,300.0,195.65,6000.00,0.0,16591.65,hco,novartis,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,astrazeneca,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,,12504.0,,,,,12504,hco,bristol,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,8400,40516032,0.0,31821.75,2500.0,0.0,0.0,0.0,34321.75,hco,bayer,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,,1500.0,,,,,1500.0,hco,future,13,
Kantonsspital Winterthur,Winterthur,CH,"Brauerstrasse 15, Postfach834",,,,2500.0,,,,,2500,hco,teva,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,8401,,,1800.0,,,,,1800.0,hco,orion,13,
Kantonsspital Winterthur,Winterthur,CH,Winterthur,,,2300.0,,,,,,2300.0,hco,mundipharma,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,0.0,9500.0,0.0,0,0,0.0,9500.0,hco,jansen,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse,8401,,,1000.0,,,1000.0,,2000.0,hco,eisei,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,,9900.0,,,,,9900.0,hco,abbvie,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,7601002114943,,5700.0,214.59,775.33,,,6689.92,hco,pierre,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,,2500.0,,,,,2500,hco,ferring,13,
Kantonsspital Winterthur,Winterthur,CH,"Brauerstrasse 15, Winterthur",8400,,0.0,4000.0,0.0,0.0,14666.67,0.0,18666.67,hco,roche,13,
Kantonsspital Winterthur,Winterthur,CH,Finanzen - Brauerstrasse 15 - Postfach 834,8401,KantonsspitalFinanzenWinterthur,,3426.0,,,,,3426,hco,servier,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse 15,,,0.0,1388.89,0.0,0.0,0.0,0.0,1388.89,hco,astrazeneca,13,
Kantonsspital Winterthur,Winterthur,CH,Brauerstrasse15,,,,2700.0,129.28,388.5,1000.0,,4217.78,hco,amgen,13,
Kantonsspital Winterthur - Medizinische Onkologie und Hämatologie,Winterthur,CH,Brauerstrasse 15,,,,5500.0,,,,,5500,hco,eli,13,
Kantonsspital Winterthur - Urologische Klinik,Winterthur,CH,Brauerstrasse 15,,,,1000.0,,,,,1000,hco,eli,13,
"Kantonsspital Winterthur, Gastroenterologie und Hepatologie",Winterthur,CH,Brauerstrasse 15 PF 834,,,,1000.0,,,,,1000.0,hco,vifor,13,
"Kantonsspital Winterthur, Kardiologie",Winterthur,CH,Brauerstrasse 15 / PF 834,,,,2160.0,,,,,2160.0,hco,vifor,13,
"Kantonsspital Winterthur, Urologische Klinik",Winterthur,CH,Brauerstrasse 15,,,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,astellas,13,
"Kantonsspital Wintherthur, Sozialpädiatrisches Zentrum SPZ",Winterthur,CH,Brauerstrasse 15,,,,4000.0,,,,,4000.0,hco,vifor,990,1.0
Kardiologie,Zürich,CH,Birmensdorferstrasse 501,,,,,916.95,4091.45,,,5008.4,hco,amgen,275,
Kardiologische Gemeinschaftspraxis AG,Bern,CH,Schänzlistrasse 33,,,0,6000.0,0.0,0,800.00,0.0,6800.00,hco,novartis,196,
Kenes International,Genève,CH,Rue François-Versonnex 7,,,15976.0,0.0,0.0,0,0,0.0,15976.0,hco,jansen,138,
Kenes International,Genève,CH,Rue François-Versonnex 7,,,0.0,23578.72,0.0,0.0,0.0,0.0,23578.72,hco,gruenenthal,138,
Kenes International - Kenes Group,Genève,CH,Rue François- Versonnex 7,,,,7467.0,,,,,7467,hco,eli,138,
Kenes International Group,Genève,CH,Rue François Versonnex 7,,,0.0,87209.3,0.0,0.0,0.0,0.0,87209.3,hco,glaxosmithkline,138,
Kenes International Organizers Of Congresses Ltd,Genève,CH,Rue François-Versonnex 7,,,,169883.65,,,,,169883.65,hco,shire,138,1.0
Kinder mit seltenen Krankheiten,Uster,CH,Ackerstrasse 43,8610,,17500.0,,,,,,17500.0,hco,sanofi,991,1.0
Kinderspital Zürich,Zürich,CH,Steinwiesstrasse 75,,,39759.0,444.4,,4839.0,,,45042.4,hco,shire,38,
Kinderspital Zürich,Zürich,CH,Steinwiesstrasse 75,,,61000.0,,,,5000.0,,66000.0,hco,actelion,38,
Kinderspital Zürich,Zürich,CH,Steinwiesstrasse 75,,,81503.0,,,,,,81503,hco,novo,38,
Kinderspital Zürich,Zürich,CH,Steinwiesenstrasse,8032,,,18000.0,,,,,18000.0,hco,biotest,38,
Kinderspital Zürich,Zürich,CH,Steinwiesstrasse 75,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,astellas,38,
Kinderspital Zürich USZ,Zürich,CH,Steinwiesstrasse 75,,,,1500.0,,,,,1500,hco,biogen,38,
Kinderspital Zürich Universitäts-Kinderklinik,Zürich,CH,Steinwiesstrasse 75,8032,40532536,0.0,55000.0,458.0,6532.7,0.0,394.04,62384.74,hco,bayer,38,
Kinderspital Zürich Universitäts-Kinderklinik,Zürich,CH,Steinwiesstrasse 75,,,22043.0,4080.0,,,,,26123.0,hco,abbvie,38,
"Kinderspital Zürich, Eleonorenstift - Universitäts-Kinderklinik",Zürich,CH,Steinwiesstr. 75,8032,,,35240.0,,,10118.1,,45358.1,hco,sanofi,38,
Kinderwunschzent rum Baden,Baden-Dättwil,CH,Mellingerstrasse 207,,,,,622.55,882.55,,,1505.1,hco,merck,992,1.0
Kinderärzte Schweiz,Zürich,CH,Badenerstrasse 21,,,0.0,6500,0.0,0,0,0.0,6500,hco,pfizer,118,1.0
Kinderärzte Schweiz,Zürich,CH,Badenerstr. 21,,,,3000.0,,,,,3000.0,hco,stallergenes,118,
Kinderärzte Schweiz,Zürich,CH,Badenerstrasse 21,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,glaxosmithkline,118,
Kinderärzte Schweiz,Zürich,CH,Badenerstr. 21,8004,,,1200.0,,,,,1200.0,hco,sanofi,118,
Kinderärzte Schweiz,Zürich,CH,Badenerstrasse 21,,,,3000.0,,,,,3000.0,hco,merck,118,
Kinderärzte Schweiz (Berufsverband Kinder- und Jugendärzte in der Praxis),Zürich,CH,Badenerstrasse 21,,,,7000.0,,,,,7000.0,hco,msd,118,
Kinderärzte Schweiz (Mitgliederversammlung),Zürich,CH,Badenerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,zambon,118,
Klinik Adelheid AG,Unterägeri,CH,Höhenweg 71,,,0,0,0.0,0,500.00,0.0,500.00,hco,novartis,993,1.0
Klinik Barmelweid AG,Barmelweid,CH,,,,0,2000.0,0.0,0,0,0.0,2000.00,hco,novartis,444,1.0
Klinik Barmelweid AG,Barmelweid,CH,(no postal address),,,0.0,2160.0,0.0,0.0,0.0,0.0,2160.0,hco,glaxosmithkline,444,
Klinik Bethesda,Tschugg,CH,Postfach,3233,,1000.0,2000.0,,,,,3000.0,hco,eisei,71,
Klinik Bethesda,Tschugg,CH,Oberdorf,,,,10180.0,,,,,10180.0,hco,ucb,71,
Klinik Bethesda,Tschugg,CH,,,,,1500.0,,,,,1500.0,hco,merck,71,
Klinik Bethesda,Tschugg,CH,Oberdorf,,,,1000.0,,,,,1000.0,hco,almirall,71,
Klinik Bethesda,Tschugg,CH,Oberdorf,,,,462.96,,,,,462.96,hco,sandoz,71,
Klinik Bethesda,Tschugg,CH,,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,zambon,71,
Klinik Bethesda,Tschugg,CH,(no postal address),,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,glaxosmithkline,71,
Klinik Bethesda / Neurorehabilitation Parkinson-Zentrum Epileptologie,Tschugg,CH,Oberdorf,3233,40703101,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,71,
Klinik Bethesda / Neurorehabilitation Parkinson-Zentrum Epileptologie,Tschugg,CH,Oberdorf,,,1000.0,10000.0,505.0,1056.0,,,12561.0,hco,abbvie,71,1.0
Klinik Bethesda Tschugg,Tschugg,CH,"Oberdorf, Tschugg",3233,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,roche,71,
Klinik Hirslanden,Zürich,CH,Witellikerstrasse 40,,WCHH09509631,,,,,1142.5,,1142.5,hco,celgene,22,
Klinik Hirslanden,Zürich,CH,Witellikerstrasse 40,,,6110.0,0.0,0.0,0.0,0.0,0.0,6110.0,hco,baxter,22,
Klinik Hirslanden,Zürich,CH,Witellikerstrass e 40,,,,14000.0,,,,,14000.0,hco,msd,22,
Klinik Hirslanden AG,Zürich,CH,Witellikerstrass e 40,,,,750.0,,,,,750.0,hco,ucb,22,
Klinik Hirslanden AG,Zürich,CH,Witellikerstrasse 40,,,0.0,1500.0,0.0,0,0,0.0,1500.0,hco,jansen,22,
Klinik Hirslanden AG,Zürich,CH,Witellikerstrasse 40,,,,7315.0,,,,,7315.0,hco,abbvie,22,
Klinik Hirslanden AG - Hämatologie und Onkologie,Zürich,CH,Witellikerstrass e 40 Klinik Hirslanden,,,,,925.0,1238.0,,,2164.0,hco,gilead,22,
Klinik Hirslanden AG - Onkozentrum Hirslanden,Zürich,CH,Witellikerstrass e 40,,,1250.0,,,,1080.0,,2330.0,hco,gilead,22,
Klinik Hirslanden AG Onkozentrum Hirslanden,Zürich,CH,Witellikerstrasse 40,8032,,0,1000.00,361.13,1283.95,2200.00,0.0,4845.08,hco,takeda,22,
Klinik Hirslanden Ag,Zürich,CH,Witellikerstrasse 40,,,,,929.81,4864.46,,,5794.27,hco,amgen,22,
"Klinik Hirslanden, GastroZentrum",Zürich,CH,Witellikerstrasse 40,,,,5000.0,,,,,5000.0,hco,vifor,22,
Klinik Im Park,Zürich,CH,Seestrasse 247,,,0.0,30000.0,0.0,0.0,0.0,0.0,30000.0,hco,astrazeneca,11,
Klinik Impuls,Wetzikon ZH,CH,Bahnhofstrasse 137,,,,2000.0,,,,,2000.0,hco,ucb,445,
Klinik Impuls,Wetzikon ZH,CH,Bahnhofstrasse 137,,WCHE00001475,500.0,,,,,,500.0,hco,celgene,445,1.0
Klinik Lengg AG,Zürich,CH,Bleulerstrasse 60,,,,2000.0,,,,,2000.0,hco,sandoz,276,1.0
"Klinik Lengg AG, Schweizerische Epilepsie-Klinik",Zürich,CH,Bleulerstrasse 60,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,glaxosmithkline,276,
Klinik Lengg Ag,Zürich,CH,Bleulerstrasse 60,8008,,1500.0,2000.0,,,,,3500.0,hco,eisei,276,
Klinik Meissenberg AG,Zug,CH,Meisenbergstrasse 17,6301,KlinikMeissenbergZug,,1850.0,,,,,1850,hco,servier,156,1.0
Klinik Meissenberg AG,Zug,CH,Postfach,1060,,,2500.0,,,,,2500.0,hco,lundbeck,994,1.0
Klinik Meissenberg AG,Zug,CH,Meisenbergstrasse 17,,,0.0,500.0,0.0,0,0,0.0,500.0,hco,jansen,156,
Klinik Meissenberg AG,Zug,CH,Meissenbergstrasse 17,,,,1500.0,,,,,1500,hco,mepha,156,
Klinik Meissenberg AG,Zug,CH,Meisenbergstrasse 17,,,,1500.0,,,,,1500.0,hco,otsuka,156,
"Klinik Meissenberg AG, Klinik Meissenberg AG",Zug,CH,Meisenbergstrasse 17,,,,2000.0,,,,,2000.0,hco,vifor,156,
Klinik Schützen Rheinfelden,Rheinfelden,CH,Bahnhofstrasse 19,4310,40532268,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,bayer,17,
Klinik Schützen Rheinfelden,Rheinfelden,CH,Bahnhofstrasse 19,,,,2000.0,,,,,2000.0,hco,bgp,17,
Klinik Schützen Rheinfelden,Rheinfelden,CH,Bahnhofstrasse 19,,,,6700.0,,,,,6700.0,hco,lundbeck,17,
Klinik Schützen Rheinfelden AG,Rheinfelden,CH,Bahnhofstrasse 19,,,,2000.0,,,,,2000.0,hco,vifor,17,
Klinik Schützen Rheinleiden AG,Rheintelden,CH,Bahnhofstrasse 19,,,,2000.0,,,,,2800.0,hco,menarini,17,
Klinik für Dermatologie,Bern,CH,Freiburgstrasse 18,,,0.0,2000.0,0.0,0,0,0.0,2000.0,hco,jansen,3,
Klinik für Frauenheilkunde:Inselspital Bern,Bern,CH,Effingerstrasse 102,,,,2500.0,,,,,2500.0,hco,shire,429,1.0
Klinik für Immunologie:UniversitätsSpital Zürich,Zürich,CH,Gloriastrasse 23,,,,621.09,,1098.46,,,1719.55,hco,shire,1,
Klinik für Psychiatrie Psychotherapie und Psychosomatik Psychiatrische Universitätsklinik Zürich,Zürich,CH,Postfach,1931,,,15000.0,,,,,15000.0,hco,lundbeck,995,1.0
"Klinik für Psychiatrie und Psychotherapie, Universität Zürich UZH",Zürich,CH,Culmannstrasse 8,,,,3240.0,,,,,3240.0,hco,vifor,1,
Klinik für Rheumatologie,Zürich,CH,Gloriastrasse 25,,,,50112.0,,,2548.0,,52660,hco,bristol,1,
Klinik im Hasel,Gontenschwil,CH,Gontenschwil,,,800.0,,,,,,800.0,hco,mundipharma,996,1.0
Klinik und Poliklinik für Innere Medizin Universitätsspital Zürich,Zürich,CH,Rämistrasse 100,8091,UniversitätsspitalZürichInnereMedizinZürich,,2000.0,,,,,2000,hco,servier,1,
Kliniken Valens,Valens,CH,Taninaplatz 1,,,0,4500.00,0.0,0,0,0.0,4500.00,hco,novartis,62,
Kliniken Valens,Valens,CH,Taminaplatz 1,,,,1620.0,,,,,1620.0,hco,ucb,62,
Kliniken Valens,Valens,CH,Taminaplatz 1,,,,,255.59,1645.27,,,1900.86,hco,merck,62,
Kliniken Valens,Valens,CH,Valens,,,2000.0,,,,,,2000.0,hco,mundipharma,62,
Kliniken Valens,Valens,CH,Taminaplatz 1,,,,1000.0,,,,,1000.0,hco,amgen,62,
Kliniken Valens,Valens,CH,Taminaplatz 1,,WCHH05285405,,2000.0,,,,,2000.0,hco,celgene,62,1.0
Kliniken Valens Rehazentrum Valens,Valens,CH,Taminaplatz 1,,,,1500.0,,,,,1500.0,hco,abbvie,62,
"Kliniken Valens, Klinik für Rheumatologie und Muskuloskelettale Rehabilitation",Valens,CH,Taminaplatz 1,,,,2000.0,,,,,2000.0,hco,menarini,62,
Kollegium Brustkrebs,Zürich,CH,Ringstrasse 70,,,0.0,10800,0.0,0,0,0.0,10800,hco,pfizer,446,1.0
Kollegium Brustkrebs,Zürich,CH,Ringstrasse 70,,,,2000.0,,,,,2000.0,hco,pierre,446,
Kollegium Für Hausarztmedizin,Fribourg,CH,Rue De L'Hôpital15,,,,8229.4,,,,,8229.4,hco,amgen,52,
Kollegium f. Hausarztmedizin (KHM/CMPR) Bénédicte Laville (Administration),Fribourg,CH,Rue de l'Hôpital 15,,,0,10260.00,0.0,0,0,0.0,10260.00,hco,novartis,52,
Kollegium f. Hausarztmedizin (KHM/CMPR) Bénédicte Laville (Administration),Fribourg,CH,Rue de l'Hôpital 15,,,,11340.0,,,,,11340.0,hco,msd,52,
Kollegium f. Hausarztmedizin (KHM/CMPR)Bénédicte Laville (Administration),Fribourg,CH,Rue de l'Hôpital 15,1700,,,2340.0,,,,,2340.0,hco,boehringer,52,
Kollegium für Hausarztmedizin,Fribourg,CH,"Rue de l'Hôpital 15, Postfach",1552,,,59292.0,,,,,59292.0,hco,vifor,52,
Kollegium für Hausarztmedizin,Fribourg,CH,Rue de l'Hôpital 15,1701,,,,2640.0,,,,2640.0,hco,daiichi,52,
Kollegium für Hausarztmedizin,Bern,CH,Bern,,,8340.0,,,,,,8340.0,hco,mundipharma,997,1.0
Kollegium für Hausarztmedizin (KHM / CMPR),Fribourg,CH,Rue de l'Hôpital 15,,,0.0,11080.8,0.0,0.0,0.0,0.0,11080.8,hco,glaxosmithkline,52,
Kollegium für Hausarztmedizin KHM / CMPR,Fribourg,CH,Rue de l'Hôpital,,,,9941.0,,,,,9941,hco,mepha,52,
Kollegium für Hausarztmedizin KHM / CMPR,Fribourg,CH,Rue de l'Hôpital,,,,15200.0,,,,,15200,hco,mepha,52,
Kollegium für Hausarztmedizin KHM/CMPR,Genève,CH,"92, Route de Frontenex",,,,3960.0,,,,,3960,hco,ferring,447,
Kollegium für Hausarztmedizin KHM/CMPR,Genève,CH,"92, route de Frontenex",1208,KHMGenève,,10863.0,,,,,10863,hco,servier,447,1.0
Kollegium für Hausarztmedizin KHM/CMPR (19. Fortbildungstagung des KHM),Steinhausen,CH,c/o Medworld AG - Sennweidstrasse 46,,,0.0,4384.8,0.0,0.0,0.0,0.0,4384.8,hco,zambon,26,
Kollegium lür Hausarztmedizin KHM/CMPR,Steinhausen,CH,Sennweidstrasse 46,,,,19740.0,,,,,19740.0,hco,menarini,26,
Konferenz der Schweizerischen Gefängnisärzte,Bellinzona,CH,Bellinzona,,,1000.0,,,,,,1000.0,hco,mundipharma,998,1.0
Kongress Herzrhythmus-Störungen Lenzburg,Aarau,CH,Aarau,5000,KongressHerzrhythmusStörungLenzburgAarau,,3000.0,,,,,3000,hco,servier,999,1.0
Kopfwehzentrum Hirslanden,Zollikon,CH,Forchstrasse 424,8702,,,500.0,,,,,780,hco,mepha,1000,1.0
Krankenhausgesellschaft Schwyz,Schwyz,CH,Waldeggstrasse 10,,,,1080.0,,,,,1080,hco,bristol,1001,1.0
Krankenhausgesellschaft Schwyz,Schwyz,CH,Spital Schwyz,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,zambon,1002,1.0
Krebsforschung Zentralschweiz,Luzern,CH,Luzern,,,1000.0,,,,,,1000.0,hco,mundipharma,1003,1.0
Krebsliga Zug,Zug,CH,Alpenstrasse 14,,,0,0,0.0,0,300.00,0.0,300.00,hco,novartis,1004,1.0
Kreyden Praxis Methininserhof,Muttenz,CH,Baselstrasse 9Muttenz,4132,,,,,,5950.0,,5950.0,hco,allergan,1005,1.0
L'Hôpital du Valais,Sion,CH,Av. Grand-Champsec 86,,,,500.0,,,,,500,hco,mepha,10,
LE CHUV,Lausanne,CH,Rue du Bugnon 21,,LE_CHUV_1011,,5000.0,,,5000.0,,10000.0,hco,galderma,2,
LGID Foundation,Zürich,CH,Tiefenhoefe 9,8008,,,15500.0,,,,,15500.0,hco,biotest,1006,1.0
LGID Foundation Liver & Gastrointest. Disease Foundation,Zürich,CH,Seehofstrasse 4,,,,7000.0,,,,,7000.0,hco,msd,448,1.0
LGID Foundation Liver & Gastrointest. Disease Foundation,Zürich,CH,"Seehofstrasse 4, Zürich",8008,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,roche,448,
LH Medical Management GmbH,Liestal,CH,Sonnenweg 27,,,,3900.0,,,,,3900.0,hco,bgp,1007,1.0
LH Medical Management GmbH,Liestal,CH,Postfach 278,,,0.0,2052.0,0.0,0.0,0.0,0.0,2052.0,hco,glaxosmithkline,179,1.0
LH Pflegeakademie GmbH,Liestal,CH,Postfach 278,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,astrazeneca,179,
La Tour Roseau de Soins SA,Meyrin,CH,Avenue 3.-D.-Maillard 3,,,0,6000.0,0.0,0,0,0.0,6000.00,hco,novartis,115,
La Tour Réseau de Soins SA,Meyrin,CH,Avenue J.-D. Maillard 3,,,2000.0,,,,,,2000,hco,novo,115,1.0
La Tour Réseau de Soins SA,Meyrin,CH,Avenue J.-D. Maillard 3,,,,1000.0,,,,,1000.0,hco,vifor,115,
"Le CHUV, Centre hospitalier universitairevaudois",Lausanne,CH,Rue Du Bugnon 21,,,,3000.0,,,,,3000,hco,teva,2,
"Le CHUV, Centre hospitalier universitairevaudois",Lausanne,CH,Rue Du Bugnon 21,,,,2000.0,,,,,2000,hco,teva,2,
Le Noirmont- Clinique,Le Noirmont,CH,Chemin de Roc-Montès 20,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,58,
Lega Polmonare Ticinese,Lugano,CH,Via alla Campagna 9,,,12000.0,,,,,,12000.0,hco,actelion,1008,1.0
Leimapharm AG,Therwil,CH,Erlenstrasse 29,,,,2900.0,,,,,3050,hco,mepha,1009,1.0
Lenker Woche,Zweisimmen,CH,Karl Haueterstrasse,,,,4000.0,,,,,4000.0,hco,almirall,97,
Lenker Woche,Zweisimmen,CH,Karl Haueterstrasse,,,0.0,2000,0.0,0,0,0.0,2000,hco,pfizer,97,1.0
Lenker Woche c/o Spital Zweisimmen Sekretariat: Frau Susi Schweizer,Zweisimmen,CH,Haueterstrasse 21,,,0,2000.0,0.0,0,0,0.0,2000.00,hco,novartis,97,
Les Éditions Médicales du Léman (Guide Médical du Canton de Genève & Vaud),Genève,CH,Genève,,,3000.0,,,,,,3000.0,hco,mundipharma,1010,1.0
Light for Sight Foundation,Zürich,CH,Alfred Escher Strasse 17Zürich,8002,,,,,,1900.0,,1900.0,hco,allergan,1011,1.0
Ligue Genevoise Contre Le Rhumatisme,Genève,CH,Rue Merle D'Aubigne 22,,,2000.0,,,,,,2000.0,hco,celgene,449,1.0
Ligue Genevoise Contre le Rhumatisme,Genève,CH,"Rue Merle-d'Aubigné 22, Genève",1207,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,roche,449,
Ligue Jurassienne Contre Le Rhumatisme,Porrentruy,CH,Rue Thurmann 10D,,,,2000.0,,,,,2000.0,hco,celgene,1012,1.0
Ligue Pulmonaire Genevoise,Carouge,CH,Avenue du Cardinal-Mermillod 42-44,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,277,
