name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,r_location,r_address,r_name,group,main_address
Médecins de Famille GE,Genève,CH,Rue Conseil Général 11,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,vifor,2015,rue conseil general 11,geneve,médecins de famille ge,29,,,13,
Médecins de Famille GE,Genève,CH,Rue Conseil Général 11,1205,MédecinsFamilleGEGenève,,2000.0,,,,,2000.0,hco,servier,2017,rue conseil general 11,geneve,médecins de famille ge,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue du Conseil-Général 11,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,glaxosmithkline,2015,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,"22, ch Beau-Soleil",,,0.0,1250.0,0.0,0.0,0.0,0.0,1250.0,hco,gruenenthal,2017,22 chemin beau-soleil,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue du Conseil-Général 11,,,,2000.0,,,,,2000.0,hco,eli,2016,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue du Conseil-Général 11,1205,1051545544,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,2017,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Chemin de Beau-Soleil 22,,,,4500.0,,,,,4500.0,hco,menarini,2017,chemin de beau-soleil 22,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue du Conseil-Général 11,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,glaxosmithkline,2017,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Chemin de Beau-Soleil 22 c/o Dr Jean-Louis Gay,,,,3000.0,,,,,3000.0,hco,gilead,2017,chemin de beau-soleil 22 centreo docteur jean-louis gay,geneve,médecins de famille genève,29,,,13,
Médecins de famille Genève,Genève,CH,Rue du Conseil-Général 11,,,,4000.0,,,,,4000.0,hco,daiichi,2016,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Chemin de Beau-Soleil 22 c/o Dr Jean-Louis Gay,,,,1000.0,,,,,1000.0,hco,pierre,2017,chemin de beau-soleil 22 centreo docteur jean-louis gay,geneve,médecins de famille genève,29,,,13,
Médecins De Famille Genève,Genève,CH,Rue Conseilgénéral 11,,,,2000.0,,,,,2000.0,hco,amgen,2017,rue conseilgeneral 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Ch. de Beau-Soleil 22,,,,2000.0,,,,,2000.0,hco,novo,2016,chemin de beau-soleil 22,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue du Conseil-Général 11,,,,2000.0,,,,,2000.0,hco,novo,2017,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue Conseil Général 11,,,,2000.0,,,,,2000.0,hco,vifor,2016,rue conseil general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue du Conseil-Général 11,,,4000.0,0.0,0.0,0.0,0.0,0.0,4000.0,hco,mundipharma,2015,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,GENÈVE,CH,Rue du Conseil-Général 11,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,glaxosmithkline,2016,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de famille Genève,Genève,CH,Rue du Conseil-Général 11,1205,,,,2000.0,,,,2000.0,hco,daiichi,2017,rue du conseil-general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Rue du Conseil- Général 11,,,,2000.0,,,,,2000.0,hco,eli,2017,rue du conseil general 11,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,Chemin de Beau-Soleil 22 c/o Dr Jean-Louis Gay,,,,4600.0,,,,,4600.0,hco,bgp,2017,chemin de beau-soleil 22 centreo docteur jean-louis gay,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève,Genève,CH,"22, ch Beau-Soleil",,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,gruenenthal,2015,22 chemin beau-soleil,geneve,médecins de famille genève,29,,,13,
Médecins de Famille Genève (MFGe),Genève,CH,Rue du Conseil-General 11,,,,2000.0,,,,,2000.0,hco,pfizer,2016,rue du conseil-general 11,geneve,médecins de famille genève (mfge),29,,,13,
Médecins de Famille Genève - Châtelain,Genève,CH,Rue du Conseil-General 11,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,pfizer,2015,rue du conseil-general 11,geneve,médecins de famille genève - châtelain,29,,,13,
Médecins de Famille Genève / Assocation genevoise des médecins internists et généralistes,Genève,CH,Conseil Général 11,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,lundbeck,2015,conseil general 11,geneve,médecins de famille genève / assocation genevoise des médecins internists et généralistes,29,,,13,
Médecins de Famille Genève Association genevoise des médecins internistes et généralistes,Genève,CH,Conseil Général 11,,,,2000.0,,,,,2000.0,hco,lundbeck,2017,conseil general 11,geneve,médecins de famille genève association genevoise des médecins internistes et généralistes,29,,,13,
Médecins de Famille Valais,Saxon,CH,Gottefrey 11,,,,1000.0,,,,,1000.0,hco,menarini,2017,gottefrey 11,saxon,médecins de famille valais,46,,,632,1.0
Médecins de famille Valais,Saxon,CH,"c/o Dr Patrick Della Bianca, Gottefrey 11",,,,1000.0,,,,,1000.0,hco,menarini,2016,presso doctor patrick della bianca gottefrey 11,saxon,médecins de famille valais,46,,,632,
Médecins de Familles Genève,Genève,CH,22 Rue Beau Soleil,,,,4000.0,,,,,4000.0,hco,bgp,2016,22 rue beau soleil,geneve,médecins de familles genève,29,,,13,
Médecins de Familles Genève,Genève,CH,22 ch Beau Soleil,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bgp,2015,22 chemin beau soleil,geneve,médecins de familles genève,29,,,13,
Médecins de lamille et de Tentance Neuchâtel,Colombier,CH,Rue de Verger 9,,,,1000.0,,,,,1800.0,hco,menarini,2017,rue de verger 9,colombier,médecins de lamille et de tentance neuchâtel,24,,,1805,1.0
Médecins des Franches Montagnes,Saignelégier,CH,Place du 23 Juin 2,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,bayer,2016,place du 23 juin 2,saignelegier,médecins des franches montagnes,40,,,94,
Médecins des Franches Montagnes,Saignelégier,CH,Place Du Vingt-trois Juin 2 Cabinet dr Thierry Maître,,,,800.0,,,,,800.0,hco,bgp,2017,place du vingt-trois juin 2 cabinet docteur thierry maitre,saignelegier,médecins des franches montagnes,40,,,94,
Médecins Famille Fribourg (MFF),Bulle,CH,Av. De la Gare 3 |,,,,2000.0,,,,,2000.0,hco,menarini,2016,avenue de la gare 3 |,bulle,médecins famille fribourg (mff),31,,,1806,1.0
c/o Schweiz. Gesellschaft für Kardiologie Arbeitsg,Bern,CH,"Schwarztorstrasse 18, Arbeitsgruppe Erw. mit angeb. Herzfehlern WATCH",,,925.93,0.0,0.0,0.0,0.0,0.0,925.93,hco,actelion,2015,schwarztorstrasse 18 arbeitsgruppe erweg mit angeb herzfehlern watch,bern,,17,,,1807,1.0
Nature First AG - Apotheke & Drogerie,Zürich,CH,Albisriederplatz 3,,,,,,,694.45,,694.45,hco,sanofi,2016,albisriederplatz 3,zuerich,nature first ag - apotheke & drogerie,27,,,1808,1.0
Network4vision AG,Küssnacht am Rigi,CH,Sagirain 2,,,0.0,0.0,0.0,0.0,1613.74,97.8,1711.54,hco,bayer,2016,sagirain 2,kuessnacht am rigi,network4vision ag,31,,,1809,1.0
Netzwerk für Fortbildung am oberen Zürichsee,Rapperswil,CH,"Alte Jonastrasse 24, Rapperswil",8640,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,roche,2017,alte jonastrasse 24 rapperswil,rapperswil,netzwerk für fortbildung am oberen zürichsee,22,,,941,1.0
Netzwerk für Fortbildung am oberen Zürichsee,Jona,CH,c/o Tumorzentrum ZeTup Rapperswil-Jona,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,abbvie,2015,cob tumorzentrum zetup rapperswil-jona,jona,netzwerk für fortbildung am oberen zürichsee,17,,,1810,1.0
Netzwerk für Fortbildung am oberen Zürichsee,Rapperswil Sg,CH,"Alte Jonastrasse 24, Rapperswil SG",8640,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,roche,2015,alte jonastrasse 24 rapperswil sg,rapperswil sg,netzwerk für fortbildung am oberen zürichsee,19,,,941,
Neurocentro della Svizzera Italiana (NSI),Lugano,CH,Via Tesserete 46,,,,4000.0,,,,,4000.0,hco,csl,2017,via tesserete 46,lugano,neurocentro della svizzera italiana (nsi),57,,,17,
Neurocentro della Svizzera Italiana (NSI),Lugano,CH,Via Tesserete 46,,,,2500.0,,,,,2500.0,hco,abbvie,2016,via tesserete 46,lugano,neurocentro della svizzera italiana (nsi),57,,,17,
Neurocentro della Svizzera Italiana (NSI),Lugano,CH,Via Tesserete 46,,,25000.0,4000.0,,,,,29000.0,hco,abbvie,2017,via tesserete 46,lugano,neurocentro della svizzera italiana (nsi),57,,,17,1.0
Neurocentro della Svizzera Italiana NSI,Lugano,CH,Ospedale Regionale di Lugano,,,,2500.0,,,,,2500.0,hco,csl,2016,ospedale regionale di lugano,lugano,neurocentro della svizzera italiana nsi,57,,,1811,1.0
Neurocentro della Svizzera italiana NSI,Lugano,CH,Via Tesserete 46,,,0.0,4000.0,614.0,722.0,2600.0,1495.0,9431.0,hco,zambon,2017,via tesserete 46,lugano,neurocentro della svizzera italiana nsi,57,,,17,
Neurokränzli Luzern,Luzern,CH,Alpenstrasse,,,,500.0,,,,,500.0,hco,eisai,2016,alpenstrasse,luzern,neurokränzli luzern,43,,,942,
Neurokränzli Luzern Regula Ehrbar & Jan Voss,Luzern,CH,Alpenstrasse,6004,,,500.0,,,,,500.0,hco,eisai,2017,alpenstrasse,luzern,neurokränzli luzern regula ehrbar & jan voss,43,,,942,1.0
Neurologica GmbH,Zollikon,CH,Forchstrasse 424,,,0.0,0.0,0.0,0.0,4000.0,0.0,4000.0,hco,novartis,2017,forchstrasse 424,zollikon,neurologica gmbh,25,,,1812,1.0
Neurologie Amriswil,Amriswil,CH,"Neurologie Amriswil Dr. med. Manuela Weik & Dr. med. Jürg Weik, Bahnhofstrasse 42Amriswil",8580,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,teva,2015,neurologie amriswil doktor der medizin manuela weik und doktor der medizin juerg weik bahnhofstrasse 42amriswil,amriswil,neurologie amriswil,25,,,1813,1.0
Neurologie Oberaargau,Langenthal,CH,Sankt Urbanstrasse 67,,,,10000.0,,,,,10000.0,hco,abbvie,2016,sankt urbanstrasse 67,langenthal,neurologie oberaargau,44,,,303,
Neurologie Oberaargau,Langenthal,CH,"Neurologie Oberaargau, St. Urbanstrasse 67Langenthal",4900,,0.0,750.0,0.0,0.0,0.0,0.0,750.0,hco,teva,2015,neurologie oberaargau sankt urbanstrasse 67langenthal,langenthal,neurologie oberaargau,44,,,303,
Neurologische Praxis,Schwyz,CH,Maria-Hilf-Strasse 9,,,,,,,688.0,,688.0,hco,bristol,2016,maria-hilfstrasse 9,schwyz,neurologische praxis,14,,,1814,1.0
"Neurologische Praxis Luzern, Klinik St. Anna",Luzern,CH,St. Anna Str. 32,,,,2600.0,,,,,2600.0,hco,merck,2017,saint anna street 32,luzern,"neurologische praxis luzern, klinik st. anna",43,,,637,1.0
"Neurologische Praxis Luzern, Klinik St. Anna",Luzern,CH,St. Anna Str. 32,,,0.0,2300.0,0.0,0.0,0.0,0.0,2300.0,hco,merck,2015,saint anna street 32,luzern,"neurologische praxis luzern, klinik st. anna",43,,,637,
Neurologische Praxis Luzern. Klink St Anna,Luzern,CH,St Anna Str 32,,,,2300.0,,,,,2300.0,hco,merck,2016,saint anna street 32,luzern,neurologische praxis luzern. klink st anna,43,,,637,
Neurologische Praxis Schwyz,Schwyz,CH,Steinstegstrasse 3Schwyz,6430,,,1000.0,,,,,1000.0,hco,allergan,2016,steinstegstrasse 3schwyz,schwyz,neurologische praxis schwyz,14,,,1815,1.0
Neurozentrum Aarau Hirslanden Medical Center,Aarau,CH,Rain 34,,,,2000.0,,,,,2000.0,hco,merck,2017,rain 34,aarau,neurozentrum aarau hirslanden medical center,31,,,163,
"Neurozentrum Aarau, Hirslanden Medical Center",Aarau,CH,Rain 34,,,,2000.0,,,,,2000.0,hco,teva,2017,rain 34,aarau,"neurozentrum aarau, hirslanden medical center",31,,,163,1.0
Neurozentrum Bellevue,Zürich,CH,Theaterstrasse 8,,,,300.0,,,3600.0,,3900.0,hco,biogen,2016,theaterstrasse 8,zuerich,neurozentrum bellevue,27,,,304,
Neurozentrum Bellevue,Zürich,CH,Theaterstr. 8,,,0.0,2000.0,0.0,0.0,1100.0,0.0,3100.0,hco,merck,2015,theaterstrasse 8,zuerich,neurozentrum bellevue,27,,,304,
Neurozentrum Bellevue,Zürich,CH,Theaterstrasse 8,,,0.0,300.0,0.0,0.0,2400.0,0.0,2700.0,hco,biogen,2015,theaterstrasse 8,zuerich,neurozentrum bellevue,27,,,304,
Neurozentrum Bellevue AG,Zürich,CH,Theaterstr. 8,,,,2000.0,,,,,2000.0,hco,merck,2017,theaterstrasse 8,zuerich,neurozentrum bellevue ag,27,,,304,1.0
Neurozentrum Bellevue AG,Zürich,CH,Theaterstr 8,,,,2000.0,,,,,2000.0,hco,merck,2016,theaterstr 8,zuerich,neurozentrum bellevue ag,27,,,304,
Neurozentrum Bellevue AG,Zürich,CH,Theaterstrasse 8,,,2000.0,0.0,122.86,0.0,6475.0,93.89,8691.75,hco,novartis,2017,theaterstrasse 8,zuerich,neurozentrum bellevue ag,27,,,304,
Neurozentrum Bellevue AG,Zürich,CH,Theaterstrasse 8,,,,,,,2750.0,5448.91,8198.91,hco,novartis,2016,theaterstrasse 8,zuerich,neurozentrum bellevue ag,27,,,304,
Neurozentrum Oberaargau,Langenthal,CH,St. Urbanstrasse 67,,,,1000.0,,,,,1000.0,hco,zambon,2016,sankt urbanstrasse 67,langenthal,neurozentrum oberaargau,44,,,303,
Neurozentrum Oberaargau,Langenthal,CH,St. Urbanstrasse 67,,,,1000.0,,,,,1000.0,hco,daiichi,2016,sankt urbanstrasse 67,langenthal,neurozentrum oberaargau,44,,,303,
Neurozentrum Oberaargau,Langenthal,CH,St. Urbanstr. 22,,,,500.0,,,,,500.0,hco,merck,2017,sankt urbanstrasse 22,langenthal,neurozentrum oberaargau,44,,,303,1.0
Neurozentrum Oberaargau,Langenthal,CH,"St. Urbanstrasse 22 - Affenplatz, Langenthal",4900,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,roche,2017,sankt urbanstrasse 22 affenplatz langenthal,langenthal,neurozentrum oberaargau,44,,,303,
Neurozentrum Oberaargau,Langenthal,CH,St. Urbanstrasse 67,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,zambon,2017,sankt urbanstrasse 67,langenthal,neurozentrum oberaargau,44,,,303,
New Medmotion GmbH,Bergdietikon,CH,Im Schlittental 3,,,,,,,800.0,,800.0,hco,servier,2016,im schlittental 3,bergdietikon,new medmotion gmbh,10,,,1816,1.0
NHNCP Haematology Nurses & Healtcare,Winterthur,CH,Postfach 98,,,,2000.0,,,,,2000.0,hco,biotest,2016,postfach 98,winterthur,nhncp haematology nurses & healtcare,22,,,56,
Nierenzentrum Rheintal,Altstätten Sg,CH,Rorschacherstrasse 14A,,,,2000.0,,,,,2000.0,hco,amgen,2017,rorschacherstrasse 14a,altstaetten sg,nierenzentrum rheintal,36,,,1817,1.0
Nomad - Neuchâtel Organise Le Maintien A Domicile,La Chaux-de-Fonds,CH,Rue du Pont 25,,,,500.0,,,,,500.0,hco,novo,2017,rue du pont 25,la chaux-de-fonds,nomad - neuchâtel organise le maintien a domicile,32,,,1818,1.0
NOMAD Aide et soins à domicile,La Chaux-de-Fonds,CH,Rue Du Pont,,,,741.0,,,,,741.0,hco,eli,2017,rue du pont,la chaux-de-fonds,nomad aide et soins à domicile,32,,,1819,1.0
Notfall Akademie Schweiz AG,Einsiedeln,CH,Kornhausstrasse 60,8840,,,,1440.0,,,,1440.0,hco,daiichi,2017,kornhausstrasse 60,einsiedeln,notfall akademie schweiz ag,22,,,1820,1.0
Notfallkreis Gelterkinden / Sissach,Läufelfingen,CH,Hirzenfeldweg 4,,,,10000.0,,,,,10000.0,hco,eli,2016,hirzenfeldweg 4,laeufelfingen,notfallkreis gelterkinden / sissach,48,,,266,
Notfallkreis Gelterkinden / Sissach,Läufelfingen,CH,Hirzenfeldweg 4,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,eli,2015,hirzenfeldweg 4,laeufelfingen,notfallkreis gelterkinden / sissach,48,,,266,
Notfallkreis Sissach-Gelterkinden,Läufelfingen,CH,Hirzenfeldweg 4,,,,5000.0,,,,,5200.0,hco,mepha,2017,hirzenfeldweg 4,laeufelfingen,notfallkreis sissach-gelterkinden,48,,,266,1.0
Notfallkreis Sissach/ Gelterkinden,Läufelfingen,CH,Hirzenfeldweg 14,,,,5000.0,,,,,5000.0,hco,mepha,2016,hirzenfeldweg 14,laeufelfingen,notfallkreis sissach/ gelterkinden,48,,,266,
Notfallkreis Sissach/Gelterkinden,,CH,Läufelfingen,,,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,lundbeck,2015,laeufelfingen,,notfallkreis sissach/gelterkinden,36,,,1821,1.0
Notfallkreis Sissach/Gelterkinden,Läufelfingen,CH,Hirzenfeldweg 4,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,mepha,2015,hirzenfeldweg 4,laeufelfingen,notfallkreis sissach/gelterkinden,48,,,266,
notfallTaining Schweiz GmbH,Biberisl,CH,Eichmattweg 11,,,,33050.0,,,,,33850.0,hco,menarini,2017,eichmattweg 11,biberisl,notfalltaining schweiz gmbh,12,,,511,1.0
notfallTraining Schweiz GmbH,Biberist,CH,Eichmattweg 11,,,0.0,11550.0,0.0,0.0,0.0,0.0,11550.0,hco,menarini,2015,eichmattweg 11,biberist,notfalltraining schweiz gmbh,12,,,511,
notfallTraining Schweiz GmbH,Biberist,CH,Eichmattweg 11,,,,20900.0,,,,,20900.0,hco,menarini,2016,eichmattweg 11,biberist,notfalltraining schweiz gmbh,12,,,511,
Notfalltraining Schweiz GmbH,Bibrist,CH,Eichmattweg 11,,,,1500.0,,,,,1500.0,hco,takeda,2016,eichmattweg 11,bibrist,notfalltraining schweiz gmbh,13,,,511,
Novaria Schw. Verein der Lungentransplantierten,Zürich,CH,,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,galderma,2015,,zuerich,novaria schw. verein der lungentransplantierten,27,,,1822,1.0
Nutrition Foundation 2000plus,Vevey,CH,Route De Saint-légier 11,,,,8259.0,,,9550.0,,17809.0,hco,shire,2016,route de saint-legier 11,vevey,nutrition foundation 2000plus,15,,,831,
Oberwalliser Aerztegesellschaft OWAeGPräsidentin: Dr. med. Cornelia Biner,Naters,CH,Bahnhofstrasse 21,3904,,,1000.0,,,,,1000.0,hco,boehringer,2017,bahnhofstrasse 21,naters,oberwalliser aerztegesellschaft owaegpräsidentin: dr. med. cornelia biner,29,,,1823,1.0
Oberwalliser Diabetesgesellschaft,Visp,CH,Kantonstrasse 4,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,novo,2015,kantonstrasse 4,visp,oberwalliser diabetesgesellschaft,17,,,1824,1.0
Oberwalliser Ärztegesellschaft,Brig,CH,Furkastrasse 3,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2015,furkastrasse 3,brigada,oberwalliser ärztegesellschaft,27,,,638,
Oberwalliser Ärztegesellschaft,Brig,CH,Furkastrasse 3,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2016,furkastrasse 3,brigada,oberwalliser ärztegesellschaft,27,,,638,
Oberwalliser Ärztegesellschaft,BRIG,CH,Sandmattenstrasse 6,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,glaxosmithkline,2016,sandmattenstrasse 6,brigada,oberwalliser ärztegesellschaft,27,,,305,
Oberwalliser Ärztegesellschaft,Brig,CH,Furkastrasse 3,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2017,furkastrasse 3,brigada,oberwalliser ärztegesellschaft,27,,,638,1.0
Oberwalliser Ärztegesellschaft,Brig,CH,Sandmattenstrasse 6,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,glaxosmithkline,2015,sandmattenstrasse 6,brigada,oberwalliser ärztegesellschaft,27,,,305,
Oberwalliser Ärztegesellschaft,Brig,CH,Sandmattenstrasse 6,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,mundipharma,2015,sandmattenstrasse 6,brigada,oberwalliser ärztegesellschaft,27,,,305,
Oberwalliser Ärztegesellschaft,Brig,CH,Sandmattenstrasse 6,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,glaxosmithkline,2017,sandmattenstrasse 6,brigada,oberwalliser ärztegesellschaft,27,,,305,1.0
Oberwalliser Ärztegesellschaft,Visp,CH,Heldner Spital,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,pfizer,2015,heldner spital,visp,oberwalliser ärztegesellschaft,17,,,1825,1.0
Oberwalliser Ärztegesellschaft,Brig,CH,Sandmattenstrasse 6,,,2000.0,,,,,,2000.0,hco,mundipharma,2017,sandmattenstrasse 6,brigada,oberwalliser ärztegesellschaft,27,,,305,
Oberwalliser Ärztegesellschaft OWAEG,Brig,CH,Sandmattenstrasse 6,,,,2000.0,,,,,2000.0,hco,pfizer,2016,sandmattenstrasse 6,brigada,oberwalliser ärztegesellschaft owaeg,27,,,305,
Oberwalliser Ärztegesellschaft OWAEG,Brig,CH,Sandmattenstrasse 6,3900,1056546365,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,2017,sandmattenstrasse 6,brigada,oberwalliser ärztegesellschaft owaeg,27,,,305,
OdA Berufsbildung Medizinische Praxisassistentin,Bern,CH,Monbijoustrasse 35,,,,3000.0,,,,,3000.0,hco,bgp,2016,monbijoustrasse 35,bern,oda berufsbildung medizinische praxisassistentin,17,,,1826,1.0
OFCT,Lugano,CH,Via Al Forte 3,6900,,,,,,1150.0,,1150.0,hco,leo,2016,via alessandria forte 3,lugano,ofct,57,,,512,
OFCT - Ordine dei farmacisti del Cantone Ticino,Lugano,CH,Via al Forte 3,,,,2500.0,,,,,2500.0,hco,servier,2016,via alessandria forte 3,lugano,ofct - ordine dei farmacisti del cantone ticino,57,,,512,
Office SGORL - SSORL,Basel,CH,Münsterberg 1,,,,29808.0,,,,,29808.0,hco,vifor,2016,muensterberg 1,basel,office sgorl - ssorl,46,,,1827,1.0
OLM Fondazione Oncologia,Locarno,CH,via Ciseri 19 c/o Centro Triangolo,,,,1500.0,,,,,1500.0,hco,gilead,2016,via ciseri 19 presso centro triangolo,locarno,olm fondazione oncologia,40,,,835,1.0
OMCT,Mezzovico,CH,Via Cantonale,,,,1600.0,,,,,1600.0,hco,pierre,2017,via cantonale,mezzovico,omct,12,,,52,1.0
OMCT,Mezzovico,CH,via cantonale,,,,400.0,,,,,400.0,hco,merck,2016,via cantonale,mezzovico,omct,12,,,52,
OMCT,Mezzovico,CH,"Via Cantonale, Mezzovico",,,0.0,1600.0,0.0,0.0,0.0,0.0,1600.0,hco,janssen,2015,via cantonale mezzovico,mezzovico,omct,12,,,52,
OMCT,Mezzovico,CH,Via Cantonale,,,0.0,1600.0,0.0,0.0,0.0,0.0,1600.0,hco,bayer,2016,via cantonale,mezzovico,omct,12,,,52,
OMCT,Mezzovico,CH,Via Cantonale,,,0.0,975.0,0.0,0.0,0.0,0.0,975.0,hco,bayer,2015,via cantonale,mezzovico,omct,12,,,52,
OMCT - Ordine dei medici del Canton Ticino,Mezzovico,CH,Via Cantonale 8 - Stabile Qi,,,0.0,1950.0,0.0,0.0,0.0,0.0,1950.0,hco,novartis,2017,via cantonale 8 stabile qi,mezzovico,omct - ordine dei medici del canton ticino,12,,,52,
OMCT Ordine die medici del cantone Ticino,Mezzovico,CH,Via Cantonale 24,,,0.0,1600.0,0.0,0.0,0.0,0.0,1600.0,hco,mepha,2015,via cantonale 24,mezzovico,omct ordine die medici del cantone ticino,12,,,52,
OMTC Ordine dei medici del Cantone Ticino,Mezzovico-vira,CH,Via Cantonale,,,0.0,1600.0,0.0,0.0,0.0,0.0,1600.0,hco,pfizer,2015,via cantonale,mezzovico-vira,omtc ordine dei medici del cantone ticino,9,,,52,
OncoCampus Switzerland Geschäftstelle c/o Pomcany's Marketing,Zürich,CH,Aargauerstrasse 250,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,novartis,2015,aargauerstrasse 250,zuerich,oncocampus switzerland geschäftstelle ,27,,,1828,1.0
Oncocare AG,Bern,CH,Riedweg 15,,,,,,,700.0,,700.0,hco,abbvie,2017,riedweg 15,bern,oncocare ag,17,,,1829,1.0
Oncologia Varini & Calderoni & Christinat,Lugano,CH,Via Antonio Fogazzaro 3,,,,3000.0,,,,,3000.0,hco,sandoz,2016,via antonio fogazzaro 3,lugano,oncologia varini & calderoni & christinat,57,,,357,
Oncologia Varini Calderoni Christinat,Lugano,CH,"Via Fogazzaro 3, Lugano",6900,,0.0,2000.0,0.0,0.0,5000.0,0.0,7000.0,hco,roche,2017,via fogazzaro 3 lugano,lugano,oncologia varini calderoni christinat,57,,,357,1.0
Oncologia Varini Calderoni Christinat Bianchi,Lugano,CH,Via Fogazzaro 3,,,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,hco,roche,2016,via fogazzaro 3,lugano,oncologia varini calderoni christinat bianchi,57,,,357,
Oncologia Varini Calderoni Christinat Bianchi,Lugano,CH,Via Fogazzaro 3,,,500.0,,,,,,500.0,hco,novartis,2016,via fogazzaro 3,lugano,oncologia varini calderoni christinat bianchi,57,,,357,
Oncologia Varini Calderoni Christinat Bianchi Via Fogazzaro 3 Lugano,Lugano,CH,"Via Fogazzaro 3, Lugano",6900,,0.0,0.0,0.0,0.0,13980.0,0.0,13980.0,hco,roche,2015,via fogazzaro 3 lugano,lugano,oncologia varini calderoni christinat bianchi via fogazzaro 3 lugano,57,,,357,
Oncologia Varini Calderoni Christinat Bianchi-Papina,Lugano,CH,Via Fogazzaro 3,,,,324.0,,,,,324.0,hco,pfizer,2016,via fogazzaro 3,lugano,oncologia varini calderoni christinat bianchi-papina,57,,,357,
onko.geriatrie,Hünibach,CH,Parkweg 9,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,pierre,2015,parkweg 9,huenibach,onko.geriatrie,24,,,458,
Onkologie Bellevue Dr. Bättig Basil,Zürich,CH,Stadelhoferstrasse 42,8001,40680196,0.0,0.0,0.0,0.0,500.0,0.0,500.0,hco,bayer,2017,stadelhoferstrasse 42,zuerich,onkologie bellevue dr. bättig basil,27,,,1830,1.0
Onkologie Schaffhausen,Schaffhausen,CH,Rheinstrasse 17,,,,2000.0,,,,,2000.0,hco,amgen,2016,rheinstrasse 17,schaffhausen,onkologie schaffhausen,40,,,1831,1.0
