,name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,address_expand,location_expand,parent,r_name,r_location,r_address,r_ratio,log
3086,Journée Jurassienne de Medecine,Delémont,CH,Préfecture 1,,,,1600.0,,,,,1600,hco,novo,prefecture 1,delemont,3277,28,38,50,116,"name=97,location=100,address=100,total=297"
1752,Junge Hausärztinnen und -ärzte (JHaS),Bern,CH,Effingerstrasse 2,,,0.0,3456.0,0.0,0.0,0.0,0.0,3456.0,hco,glaxosmithkline,effingerstrasse 2,bern,1752,38,24,30,92,
2660,Junge Hausärztinnen und -ärzte Schweiz,Bern,CH,,,,11000.0,,,,,,11000.0,hco,mundipharma,nan,bern,1752,43,24,11,78,"name=92,location=100,address=20,total=212"
2294,Junge Hausärztinnen und -ärzte Schweiz (JHaS),Bronschhofen,CH,Mörikonerstrasse 8,,,,41438.0,,,,,41438,hco,mepha,moerikonerstrasse 8,bronschhofen,2294,43,24,29,96,
3756,Junge Hausärztinnen und -ärzte Schweiz (JHaS),Flühli LU,CH,Dorfstrasse 27,6173,JHaSFlühli,,7200.0,,,,,7200,hco,servier,dorfstrasse 27,fluhli lu,3756,43,36,27,106,
3595,KANTONSSPITAL BADEN AG,Baden,CH,IM ERGEL 1,,,,1000.0,,,,,1000.0,hco,sandoz,im ergel 1,baden,3485,29,33,31,93,"name=100,location=100,address=100,total=300"
3598,KANTONSSPITAL ST. GALLEN,ST. GALLEN,CH,RORSCHACHER-STR. 95,,,,,,,1925.92,449.0,2374.92,hco,sandoz,rorschacherstrasse 95,saint gallen,2066,33,32,22,87,"name=100,location=100,address=100,total=300"
1370,KGP,Bern,CH,Schänzlistrasse 33,3013,,,,11000.0,,,,11000.0,hco,daiichi,schaenzlistrasse 33,bern,835,6,24,34,64,"name=100,location=100,address=100,total=300"
2209,KGP Kardiologische Gemeinschaftspraxis AG,Bern,CH,Schänzlisstrasse 33,,,,000.0,,,,,6800.0,hco,menarini,schaenzlisstrasse 33,bern,1370,37,24,33,94,"name=100,location=100,address=97,total=297"
835,KGP Kardiologische Gemeinschaftspraxis AG,Bern,CH,Schänzlistrasse 33,3013,40526445,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,bayer,schaenzlistrasse 33,bern,2209,37,24,34,95,"name=100,location=100,address=97,total=297"
3935,KHM - Kollegium für Hausarztmedizin - Collège de Médecine de Premier Recours,Fribourg,CH,Rue de l'Hôpital 15,1701,,0,15487.20,0,0,0,0,15487.20,hco,takeda,rue de l'hopital 15,fribourg,4198,39,29,29,97,"name=100,location=100,address=100,total=300"
3894,KHM c/o Medworld AG,Steinhausen,CH,Sennweidstrasse 46,,,,2160.0,,,,,2160.0,hco,stallergenes,sennweidstrasse 46,steinhausen,2073,27,42,35,104,"name=100,location=100,address=100,total=300"
3414,KMS,Bern,CH,Brunnmattstrasse 83,,,,4282.2,,,,,4282.2,hco,pierre,brunnmattstrasse 83,bern,971,6,24,23,53,"name=100,location=100,address=100,total=300"
971,KMS,Bern,CH,Brunnmattstrasse 83,,,,2025.0,,,,,2025.0,hco,bgp,brunnmattstrasse 83,bern,971,6,24,23,53,
4005,"KMS, KongressManagementSwiss",Bern,CH,Postfach,2756,,,2280.0,,,,,2280,hco,teva,postfach,bern,4005,29,24,17,70,
717,KSGR - Kantonsspital Graubünden,Chur,CH,Loestrasse 170,,,750.0,0.0,0.0,190.9,0.0,0.0,940.9,hco,baxter,loestrasse 170,chur,4004,36,12,20,68,"name=100,location=100,address=100,total=300"
2909,Kant. Ärztegesellschaf t Schaffhausen c/o Manuela Bucher,Schaffhausen,CH,Finsterwaldstras se 91,,,0,5000.0,0,0,1250.00,0,6250.00,hco,novartis,finsterwaldstras european company 91,schaffhausen,2909,41,40,27,108,
1113,Kantonale Ärztegesellschaft Luzern /Sektion Gäu,Sursee,CH,Spitalstrasse 16a,6210,,,2000.0,,,,,2000.0,hco,boehringer,spitalstrasse 16a,sursee,2213,38,32,24,94,"name=81,location=100,address=100,total=281"
827,Kantonale Ärztegesellschaft Schaffhausen,Schaffhausen,CH,Finsterwaldstrasse 91,8200,1052625370,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,bayer,finsterwaldstrasse 91,schaffhausen,827,36,40,32,108,
70,Kantonale Ärztegesellschaft Schaffhausen,Schaffhausen,CH,Geissbergstrasse 81,,,,2500.0,,,,,2500.0,hco,abbvie,geissbergstrasse 81,schaffhausen,70,36,40,23,99,
3087,Kantonspital Baden AG,Baden,CH,Im Ergel 1,,,,,,,1000.0,,1000,hco,novo,im ergel 1,baden,3997,27,33,31,91,"name=100,location=100,address=100,total=300"
3997,Kantonspital Baden AG,Baden,CH,Im Ergel 1,,,,2000.0,,,,,2000,hco,teva,im ergel 1,baden,3595,27,33,31,91,"name=98,location=100,address=100,total=298"
1397,Kantonspital St.Gallen Brust Zentrum,St. Gallen,CH,Kantonspital St.Gallen Brust Zentrum,9007,,,2160.0,,,,,2160.0,hco,eisei,kantonspital sankt gallen brust zentrum,saint gallen,1397,39,32,22,93,
1612,Kantonssital Aarau AG / Klinik für Kinder und Jugendliche,Aarau,CH,Tellstrasse,,Kantonssital_Aarau_A G_Klinik_fur_Kinder_u nd_Jugendliche,,500.0,,,,,500.0,hco,galderma,tellstrasse,aarau,1612,41,22,22,85,
2722,Kantonsspital,St. Gallen,CH,,,,12191.0,,,,,,12191.0,hco,mundipharma,nan,saint gallen,203,21,32,11,64,"name=100,location=100,address=100,total=300"
2723,Kantonsspital,Winterthur,CH,,,,2300.0,,,,,,2300.0,hco,mundipharma,nan,winterthur,3759,21,26,11,58,"name=100,location=100,address=15,total=215"
2658,Kantonsspital,Luzern,CH,,,,5000.0,,,,,,5000.0,hco,mundipharma,nan,luzern,2728,21,42,11,74,"name=100,location=100,address=100,total=300"
2716,Kantonsspital,Aarau,CH,,,,4000.0,,,,,,4000.0,hco,mundipharma,nan,aarau,1563,21,22,11,54,"name=100,location=100,address=14,total=214"
2717,Kantonsspital,Baden,CH,,,,2500.0,,,,,,2500.0,hco,mundipharma,nan,baden,3595,21,33,11,65,"name=100,location=100,address=0,total=200"
2720,Kantonsspital,Münsterlingen,CH,,,,1000.0,,,,,,1000.0,hco,mundipharma,nan,muensterlingen,2308,21,59,11,91,"name=100,location=100,address=13,total=213"
613,Kantonsspital,Münsterlingen,CH,Spitalcampus 1,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,spitalcampus 1,muensterlingen,250,21,59,27,107,"name=100,location=100,address=100,total=300"
3408,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,7601002001137,,2820.0,,,,,2820.0,hco,pierre,tellstrasse 25,aarau,1563,26,22,27,75,"name=100,location=100,address=100,total=300"
1563,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse,,,,3750.0,644.0,1016.0,,,5410,hco,ferring,tellstrasse,aarau,1753,26,22,22,70,"name=100,location=100,address=100,total=300"
1753,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,29160.0,0.0,0.0,0.0,0.0,29160.0,hco,glaxosmithkline,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
3484,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,5001,,1350.0,65000.0,4447.01,15552.45,14000.0,0.0,100349.46,hco,roche,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
2450,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse,,,30000.0,8600.0,435.1,1749.18,,,40784.28,hco,merck,tellstrasse,aarau,3408,26,22,22,70,"name=100,location=100,address=100,total=300"
4183,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,10800.0,,,,,10800.0,hco,vifor,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
440,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,8700.0,2443.0,6791.0,5850.0,443.0,24227.0,hco,astellas,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
483,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
484,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0,hco,astrazeneca,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
485,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,0.0,0.0,0.0,600.0,0.0,600.0,hco,astrazeneca,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
486,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,0.0,117.0,58.5,0.0,0.0,175.5,hco,astrazeneca,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
487,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,3200.0,0.0,0.0,0.0,0.0,3200.0,hco,astrazeneca,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
3594,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,1925.93,,,,,1925.93,hco,sandoz,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
1934,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,4200.0,0,0,7600,0,11800.0,hco,jansen,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
579,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,astrazeneca,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
1473,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,1000.0,,56.0,4200.0,,5256,hco,eli,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
201,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 15,5000,,,2000.0,,,4000.0,140.0,6140.0,hco,allergan,tellstrasse 15,aarau,1563,26,22,27,75,"name=100,location=100,address=100,total=300"
1114,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,5001,,,2500.0,,,2450.0,,4950.0,hco,boehringer,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
71,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,2700.0,9200.0,1790.0,4883.0,7250.0,,25823.0,hco,abbvie,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
1655,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse,,,74280.0,1080.0,1488.0,2546.0,2215.0,,81609.0,hco,gilead,tellstrasse,aarau,3408,26,22,22,70,"name=100,location=100,address=100,total=300"
2910,Kantonsspital Aarau AG,Aarau,CH,Teilstrasse 25,,,49200.00,10000.00,1224.01,2011.43,13500.00,0,75935.44,hco,novartis,teilstrasse 25,aarau,4079,26,22,27,75,"name=100,location=100,address=100,total=300"
1023,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,7165.0,,,,,7165,hco,biogen,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
3936,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,5001,,0,1200.00,0,0,1500.00,0,2700.00,hco,takeda,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
3184,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,,,,1000.0,,1000.0,hco,otsuka,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
4079,Kantonsspital Aarau AG,Aarau,CH,Teilstrasse 25,,,,1080.0,,,1500.0,,2580.0,hco,ucb,teilstrasse 25,aarau,1364,26,22,27,75,"name=100,location=100,address=100,total=300"
1297,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,40000.0,,,,,40000.0,hco,cls,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
2203,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse,,,,.6500.0,561.3,879.9,800.0,,8741.2,hco,menarini,tellstrasse,aarau,3408,26,22,22,70,"name=100,location=100,address=100,total=300"
3278,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,1000.0,2376,670,3383,6704,0,14133,hco,pfizer,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
3852,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,,,657.16,900.0,,1557.16,hco,shire,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
1364,Kantonsspital Aarau AG,Aarau,CH,Teilstrasse,5000,,,,3000.0,,,,3000.0,hco,daiichi,teilstrasse,aarau,2910,26,22,22,70,"name=100,location=100,address=100,total=300"
1862,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
1264,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,WCHH00000121,7000.0,,1564.66,1598.24,3062.5,,13225.4,hco,celgene,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
828,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,5001,40522809,0.0,50018.51,7707.1,13964.91,6059.78,607.82,78358.11,hco,bayer,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
4044,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse,,,15000.0,,,,,,15000,hco,teva,tellstrasse,aarau,3408,26,22,22,70,"name=100,location=100,address=100,total=300"
2575,Kantonsspital Aarau AG,Aarau,CH,Tellstrasse 25,,,,6200.0,1313.25,2848.55,7500.0,,17861.8,hco,msd,tellstrasse 25,aarau,3408,26,22,27,75,"name=100,location=100,address=100,total=300"
249,Kantonsspital Aarau AG - Klinik für Neurologie,Aarau,CH,Tellstrasse,,,,2160.0,,,,,2160.0,hco,almirall,tellstrasse,aarau,3408,32,22,22,76,"name=100,location=100,address=100,total=300"
1115,Kantonsspital Aarau AG Medizin Neurologie,Aarau,CH,Tellstrasse 25,5001,,,5000.0,,,,,5000.0,hco,boehringer,tellstrasse 25,aarau,3408,31,22,27,80,"name=100,location=100,address=100,total=300"
1116,Kantonsspital Aarau AG Medizin Onkologie,Aarau,CH,Tellstrasse 25,5001,,,1200.0,,,,,1200.0,hco,boehringer,tellstrasse 25,aarau,3408,31,22,27,80,"name=100,location=100,address=100,total=300"
4021,"Kantonsspital Aarau AG, Neurologische Klinik",Aarau,CH,Tellstrasse,,,,1500.0,,,,,1500,hco,teva,tellstrasse,aarau,3408,36,22,22,80,"name=100,location=100,address=100,total=300"
4032,"Kantonsspital Aarau AG, Neurologische Klinik",Aarau,CH,Tellstrasse,,,,3000.0,,,,,3000,hco,teva,tellstrasse,aarau,3408,36,22,22,80,"name=100,location=100,address=100,total=300"
1398,Kantonsspital Aarau Ag,Aarau,CH,Tellstrasse,5001,,,1080.0,,,,,1080.0,hco,eisei,tellstrasse,aarau,3408,26,22,22,70,"name=100,location=100,address=100,total=300"
4002,"Kantonsspital Aarau, Zentrum fürOnkologie/Hämatologie und Transfusionsmedizin",Aarau,CH,Tellstrasse,,,,1200.0,,,,,1200,hco,teva,tellstrasse,aarau,3408,35,22,22,79,"name=93,location=100,address=100,total=293"
335,Kantonsspital Aarauag,Aarau,CH,Tellstrasse 25,,,,7200.0,4243.92,16649.33,,,28093.25,hco,amgen,tellstrasse 25,aarau,3408,24,22,27,73,"name=98,location=100,address=100,total=298"
1365,Kantonsspital Baden,Baden,CH,Im Erqel 1,5404,,,,1000.0,,,,1000.0,hco,daiichi,im erqel 1,baden,3595,27,33,31,91,"name=100,location=100,address=90,total=290"
3485,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,5404,,0.0,3500.0,5246.09,10900.21,5200.0,0.0,24846.3,hco,roche,im ergel 1,baden,1265,29,33,31,93,"name=100,location=100,address=100,total=300"
1265,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,WCHH00057599,2500.0,,533.19,1243.42,,,4276.61,hco,celgene,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
1935,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,0.0,2500.0,0,0,0,0,2500.0,hco,jansen,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
72,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,,2500.0,,,,,2500.0,hco,abbvie,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
499,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,0.0,2500.0,507.0,253.5,0.0,0.0,3260.5,hco,astrazeneca,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
498,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,0.0,0.0,0.0,0.0,750.0,0.0,750.0,hco,astrazeneca,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
1656,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,,1080.0,,,,,1080.0,hco,gilead,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
1191,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,,2700.0,,,3088.0,,5788,hco,bristol,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
1117,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,5404,,,1500.0,,,763.4,,2263.4,hco,boehringer,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
441,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,0.0,1400.0,0.0,0.0,0.0,0.0,1400.0,hco,astellas,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
2911,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,1250.00,0,240.00,0,0,0,1490.00,hco,novartis,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
2451,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,,1000.0,,,,,1000.0,hco,merck,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
3937,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,5404,,0,0,316.91,751.74,0,0,1068.65,hco,takeda,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
3279,Kantonsspital Baden AG,Baden,CH,Im Ergel 1,,,0.0,4860,0,0,0,0,4860,hco,pfizer,im ergel 1,baden,3595,29,33,31,93,"name=100,location=100,address=100,total=300"
4184,"Kantonsspital Baden, Departement Innere Medizin",Baden,CH,Im Ergel 1,,,,1080.0,,,,,1080.0,hco,vifor,im ergel 1,baden,3595,35,33,31,99,"name=93,location=100,address=100,total=293"
336,Kantonsspital Badenag,Baden,CH,Im Ergel 1,,,,4500.0,2456.28,4818.63,2000.0,,13774.91,hco,amgen,im ergel 1,baden,3595,27,33,31,91,"name=88,location=100,address=100,total=288"
442,Kantonsspital Basel-Land,Liestal,CH,Rheinstrasse 26,,,0.0,0.0,620.0,1877.6,0.0,221.3,2718.9,hco,astellas,rheinstrasse 26,liestal,1231,30,30,32,92,"name=98,location=100,address=100,total=298"
1231,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,,,,,,900.0,,900,hco,bristol,rheinstrasse 26,liestal,169,28,30,32,90,"name=100,location=100,address=100,total=300"
169,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,,,,455.0,445.0,,,900.0,hco,actelion,rheinstrasse 26,liestal,1657,28,30,32,90,"name=100,location=100,address=100,total=300"
2204,Kantonsspital Baselland,Bruderholz,CH,,,,,4000.0,,,,,4800.0,hco,menarini,nan,bruderholz,524,28,26,11,65,"name=100,location=100,address=100,total=300"
829,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse 26,4410,40522657,0.0,18500.0,3162.22,2073.26,1250.0,0.0,24985.49,hco,bayer,muehlemattstrasse 26,liestal,1754,28,30,22,80,"name=100,location=100,address=100,total=300"
4053,Kantonsspital Baselland,Liestal,CH,Mühlenmattstrasse 26,,,,0.0,,,2250.0,,2250,hco,teva,muehlenmattstrasse 26,liestal,4018,28,30,27,85,"name=100,location=100,address=100,total=300"
2718,Kantonsspital Baselland,Liestal,CH,,,,7739.0,,,,,,7739.0,hco,mundipharma,nan,liestal,1231,28,30,11,69,"name=100,location=100,address=22,total=222"
1754,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse 26,,,0.0,6320.0,0.0,0.0,4550.0,0.0,10870.0,hco,glaxosmithkline,muehlemattstrasse 26,liestal,580,28,30,22,80,"name=100,location=100,address=100,total=300"
1657,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,,,,,,3445.0,,3445.0,hco,gilead,rheinstrasse 26,liestal,1231,28,30,32,90,"name=100,location=100,address=100,total=300"
3280,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,,0.0,3780,0,0,0,0,3780,hco,pfizer,rheinstrasse 26,liestal,1231,28,30,32,90,"name=100,location=100,address=100,total=300"
580,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse 26,,,0.0,15000.0,0.0,221.87,6000.0,0.0,21221.87,hco,astrazeneca,muehlemattstrasse 26,liestal,829,28,30,22,80,"name=100,location=100,address=100,total=300"
4185,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse 26,,,,1000.0,,,2500.0,,3500.0,hco,vifor,muehlemattstrasse 26,liestal,829,28,30,22,80,"name=100,location=100,address=100,total=300"
968,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse 26,,,,2000.0,,,,,2000.0,hco,bgp,muehlemattstrasse 26,liestal,829,28,30,22,80,"name=100,location=100,address=100,total=300"
596,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,,0.0,40000.0,0.0,0.0,0.0,0.0,40000.0,hco,astrazeneca,rheinstrasse 26,liestal,1231,28,30,32,90,"name=100,location=100,address=100,total=300"
1936,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,,0.0,0.0,0,0,1065,0,1065.0,hco,jansen,rheinstrasse 26,liestal,1231,28,30,32,90,"name=100,location=100,address=100,total=300"
4018,Kantonsspital Baselland,Liestal,CH,Mühlenmattstrasse 26,,,,0.0,,,1350.0,,1350,hco,teva,muehlenmattstrasse 26,liestal,829,28,30,27,85,"name=100,location=100,address=98,total=298"
597,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,,0.0,0.0,0.0,0.0,3300.0,0.0,3300.0,hco,astrazeneca,rheinstrasse 26,liestal,1231,28,30,32,90,"name=100,location=100,address=100,total=300"
524,Kantonsspital Baselland,Bruderholz,CH,,4101,,0.0,1500.0,0.0,0.0,600.0,0.0,2100.0,hco,astrazeneca,nan,bruderholz,524,28,26,11,65,
3938,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse,4410,,0,540.00,0,0,0,0,540.00,hco,takeda,muehlemattstrasse,liestal,829,28,30,18,76,"name=100,location=100,address=100,total=300"
73,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse 26,,,,,462.0,1419.0,4000.0,,5881.0,hco,abbvie,muehlemattstrasse 26,liestal,829,28,30,22,80,"name=100,location=100,address=100,total=300"
3088,Kantonsspital Baselland,Liestal,CH,Mühlemattstrasse 26,,,,2000.0,545.0,634.0,3000.0,,6179,hco,novo,muehlemattstrasse 26,liestal,829,28,30,22,80,"name=100,location=100,address=100,total=300"
1266,Kantonsspital Baselland,Liestal,CH,Rheinstrasse 26,,WCHH02178180,1000.0,,,-286.26,,,713.74,hco,celgene,rheinstrasse 26,liestal,1231,28,30,32,90,"name=100,location=100,address=100,total=300"
1118,Kantonsspital Baselland Liestal,Liestal,CH,Rheinstrasse 26,4410,,,2000.0,,5245.4,10140.0,,17385.4,hco,boehringer,rheinstrasse 26,liestal,1231,37,30,32,99,"name=100,location=100,address=100,total=300"
3486,Kantonsspital Baselland Liestal,Liestal,CH,Rheinstrasse 26,4410,,0.0,0.0,1668.68,2107.28,4400.0,0.0,8175.96,hco,roche,rheinstrasse 26,liestal,1231,37,30,32,99,"name=100,location=100,address=100,total=300"
2576,Kantonsspital Baselland Liestal,Liestal,CH,Rheinstrasse 26,,,,,,,5000.0,2800.0,7800.0,hco,msd,rheinstrasse 26,liestal,1231,37,30,32,99,"name=100,location=100,address=100,total=300"
3939,Kantonsspital Baselland Standort Liestal - Gastroenterologie / Hepatologie,Liestal,CH,Rheinstrasse 26,4410,,0,0,184.25,838.24,0,0,1022.49,hco,takeda,rheinstrasse 26,liestal,1231,41,30,32,103,"name=100,location=100,address=100,total=300"
2912,Kantonsspital Baselland Verwaltung,Liestal,CH,Mühlemattstrasse 11,,,50000.00,4000.0,910.00,802.00,3150.00,0,58862.00,hco,novartis,muehlemattstrasse 11,liestal,3938,33,30,22,85,"name=100,location=100,address=100,total=300"
1213,Kantonsspital Bruderholz,Bruderholz,CH,Batteriestrasse,,,,5240.0,,,1000.0,,6240,hco,bristol,batteriestrasse,bruderholz,1213,26,26,19,71,
1366,Kantonsspital FrauenfekJ,FrauenfekJ,CH,Pfaffenholzstrasse 4,8501,,,,1000.0,,,,1000.0,hco,daiichi,pfaffenholzstrasse 4,frauenfekj,1366,28,43,33,104,
557,Kantonsspital Frauenfeld,Frauenfeld,CH,Pfaffenholzstrasse 4,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,pfaffenholzstrasse 4,frauenfeld,3487,28,43,33,104,"name=100,location=100,address=100,total=300"
2122,Kantonsspital Frauenfeld,Frauenfeld,CH,Pfaffenholzstras se 4,,,,2600.0,,,,,2600.0,hco,meda,pfaffenholzstras se 4,frauenfeld,1658,28,43,32,103,"name=100,location=100,address=100,total=300"
1658,Kantonsspital Frauenfeld,Frauenfeld,CH,Pfaffenholzstras se 4,,,,,302.0,1189.0,,,1491.0,hco,gilead,pfaffenholzstras se 4,frauenfeld,3409,28,43,32,103,"name=100,location=100,address=100,total=300"
3487,Kantonsspital Frauenfeld,Frauenfeld,CH,Pfaffenholzstrasse 4,8500,,0.0,0.0,0.0,0.0,7920.0,0.0,7920.0,hco,roche,pfaffenholzstrasse 4,frauenfeld,2122,28,43,33,104,"name=100,location=100,address=98,total=298"
3409,Kantonsspital Frauenfeld - Brustzentrum Thurgau,Frauenfeld,CH,Pfaffenholzstras se 4,,,,,500.0,,,,500.0,hco,pierre,pfaffenholzstras se 4,frauenfeld,2122,36,43,32,111,"name=100,location=100,address=100,total=300"
2064,Kantonsspital Frauenfeld Spital Thurgau AG,Frauenfeld,CH,Postfach,,,,1000.0,,,,,1000.0,hco,lundbeck,postfach,frauenfeld,1056,40,43,17,100,"name=100,location=100,address=100,total=300"
568,Kantonsspital Glarus,Glarus,CH,Burgstrasse 99,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,burgstrasse 99,glarus,1659,27,32,20,79,"name=100,location=100,address=100,total=300"
1659,Kantonsspital Glarus,Glarus,CH,Burgstrasse 99,,,,,354.0,651.0,,,1006.0,hco,gilead,burgstrasse 99,glarus,2301,27,32,20,79,"name=100,location=100,address=100,total=300"
