name,location,address,type,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total
Zürcher Blutspendedienst SRK,Schlieren,Rütistrasse 19,hco,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0
IZZ Immunologie-Zentrum Zürich,Zürich,Walchestrasse 11,hco,0.0,0.0,264.0,1723.6,0.0,0.0,1987.6
Institut für Pflegewissenschaft,Basel,Bernoullistrasse 28,hco,0.0,0.0,0.0,0.0,1850.0,82.8,1932.8
Light for Sight Foundation,Zürich,Alfred Escher Strasse 17,hco,0.0,0.0,0.0,0.0,1900.0,0.0,1900.0
Medizinisches Zentrum Biel MZB,Biel/Bienne,Unionsgasse 14,hco,0.0,0.0,565.54,1323.64,0.0,0.0,1889.18
Association fribourgeoise du diabète Freiburger Diabetes-Gesellschaft,Fribourg,Rte Saint-Nicolas-de-Flüe 2,hco,0.0,1878.0,0.0,0.0,0.0,0.0,1878.0
Psychiatrische Dienste Aargau AG,Königsfelden,Postfach 432,hco,1852.0,0.0,0.0,0.0,0.0,0.0,1852.0
Praxis Dr. Grizelj Branko,Schaan,Landstrasse 97,hco,0.0,0.0,926.7,884.7,0.0,0.0,1811.4
CSID Centre de Soins Infirmiers pour les Diabétiques,Fribourg,Stadtberg 1,hco,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0
Gesellschaft für Physikalische Medizin u. Rheumatologie der Nordostschweiz,Kreuzlingen,Hauptstrasse 38,hco,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0
Lindenapotheke AG,Unterentfelden,Schinhuetweg 5,hco,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0
pharmActuel Zürich,Zürich,Hochstrasse 97,hco,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0
Qualilätszirkel Untersee,Eschenz,Mettlenstrasse 1,hco,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0
SWISS UROLOGY,Montreux,Avenue des Planches 15,hco,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0
Fond. Fribourgeois recherche sur cancer,Fribourg,Chemin des Pensionnats 2,hco,0.0,1799.84,0.0,0.0,0.0,0.0,1799.84
Schweizerische Arbeitsgemeinschaft für Perinatale Pharmakologie,Zürich,Schmelzbergstrasse 12,hco,0.0,1750.0,0.0,0.0,0.0,0.0,1750.0
Gesundheitszentrum Fricktal AG Fachärztehaus,Frick,Mühlegasse 18,hco,0.0,1750.0,0.0,0.0,0.0,0.0,1750.0
Meiltz Alexandre FMH cardiologie,Estavayer-le-Lac,FMH cardiologie,hco,0.0,1750.0,0.0,0.0,0.0,0.0,1750.0
Unité de Néphrologie,Lausanne,Rue Du Bugnon 46,hco,0.0,0.0,0.0,0.0,1750.0,0.0,1750.0
Ärzte Netzwerk Grauholz,Zollikofen,Lüfternweg 1,hco,0.0,0.0,0.0,0.0,1728.0,0.0,1728.0
T'Score Sa,Payerne,Rue Deguillermaux 10,hco,0.0,0.0,680.5,1015.95,0.0,0.0,1696.45
Apotheke Drogerie Rüegg Hinwil,Hinwil,Dürntnerstrasse 19,hco,0.0,0.0,0.0,0.0,1500.0,177.0,1677.0
Praxis Dr. Villiger Lukas,Baden-Dättwil,Mellingerstrasse 207,hco,0.0,850.0,0.0,0.0,800.0,0.0,1650.0
Lungenliga Thurgau,Weinfelden,Bahnhofstrasse 15,hco,1620.0,0.0,0.0,0.0,0.0,0.0,1620.0
Hautarztpraxis Hauser AG,Rorschach,St. Gallerstrasse 1,hco,0.0,0.0,0.0,0.0,1600.0,0.0,1600.0
Associazione Lugano Meeting Gruppo di Qualità Sud c/o Dr. med. Alessandro Del H Bufalo C,Lugano,Via Riva Vela 12,hco,0.0,1600.0,0.0,0.0,0.0,0.0,1600.0
Praxis für die Frau Spiez,Spiez,Seestrasse 30,hco,0.0,1600.0,0.0,0.0,0.0,0.0,1600.0
SäntiMed AG c/o Praxis Brunnenhof,Herisau,Kasernenstrasse 30,hco,0.0,0.0,600.0,1000.0,0.0,0.0,1600.0
Praxis für Chiropraktik und Physiotherapie Zürich-Enge,Zürich,Alfred Escher-Strasse 38,hco,0.0,0.0,0.0,0.0,1600.0,0.0,1600.0
Pädiatrische Immunologie Kinderspital Zürich,Zürich,August Forel Strasse 7,hco,0.0,367.2,0.0,1196.0,0.0,0.0,1563.2
Ostschweizerische Diabetes-Gesellschaft,St. Gallen,Neugasse 55,hco,0.0,1540.0,0.0,0.0,0.0,0.0,1540.0
Hôpital du Valais,Saxon,Gottefrey 11,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1530.0
Kinderwunschzentrum Baden,Baden-Dättwil,Mellingerstrasse 207,hco,0.0,0.0,622.55,882.55,0.0,0.0,1505.1
Bündner Oberländer Ärzteverein,Vals,c/o Dr. med. Ingo Kaczmarek - Haus Fanella,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
"GREC, Groupe Romand dEchographie Clinique",Pully,Avenue de Lavaux 63,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Hausärzteverein M.R. S. Gossau,Gossau,Gossau,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Ostschweizerische Gesellschaft für Psychiatrie und Kinder- und Jugendpsychiatrie,St. Gallen,St Gallen,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Schweizerische Gesellschaft für Biologische Psychiatrie,Prilly-Lausanne,"CHUV, Departement of Psychiatry, Route de Cery",hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
ARGOT Laboratoire SA Lab. de pathologie et cytologie,Lausanne,Rue du Liseron 5,hco,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0
Association Suisse Romande De Médecine Manuelle,Genève,Av. Vinet 19,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Centro medico,Lugano,Palazzo della stazione,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Circolo Medico Locamo e Ointomi,Ascona,Via Lido 27,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Fondazione Ticino Cuore,Lugano,Via Moncucco 10,hco,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0
Gesellschaft Aargauischer Anästhesieärztinnen und -ärzte GAAA,Mühlethal,Sekretariat,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
"Gruppenpraxis Bülach, Grabengasse 12",Bülach,Grabengasse 12,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
"Gruppenpraxis Wallisellen, Zentralstrasse 6",Wallisellen,Zentralstrasse 6,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Hautpraxis,Liestal,Mühlegasse 3,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Hôpital de l'Enfance,Lausanne,Chemin de Montétan 16,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Hôpital régional,Martigny,Avenue de la Fusion 27,hco,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0
Medi W GmbH,Chur,Belmontstrasse 1,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Medizinisches Zentrum Bad Ragaz,Bad Ragaz,PF,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Medizinisches Zentrum Heilbad,St. Moritz,Plazza Paracelsus 2,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
MFE Médecins de famille et de l’enfance Neuchâtel President Dr. med. Vladimir Mayor,Colombier NE,Rue du Verger 9,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
"Scatizza Andrea, FMH ginecologia e ostetricia",Lugano,Via Pretorio 5,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Schweiz. Gesellschaft für IST-DP Intenisve Dynamische Kurzpsychotherapie,Thun,Bahnhofstrasse 6,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Section of Pharmaceutical Sciences University of Geneva,Genève,Quai E-Ansermet 30,hco,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0
SIDB-GICID Schweiz. Interessensgruppe fürDiabetesfachberatung,Düdingen,Haselrain 52,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
sitem-insel AG,Bern,Freiburgstrasse 18,hco,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0
Spezialärzteverein Zofingen,Zofingen,Kirchplazt 4,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
"Swiss Cardiologists of Tomorrow, SCOT",Zürich,Rämistrasse 100,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Verein kantonaler berner Dermatologen - VKBD,Bern,VKBD,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
Vereinigung Kantonal Bernischer Dermatologen (VKBD),Bern,Schanzenstrasse 1,hco,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0
"Vilimonovic Nevenka, FMH pédiatrie",Fribourg,FMH pédiatrie Rue du Simplon 8,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
SGPHEG (Schweizerische Gesellschaft für pädiatrische Gastroenterologie) Universitäts-Kinderspital,Basel,Spitalstrasse 33,hco,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
ZPTH Zentrum für perioperative Thrombose und Hämostase,Zürich,Seefeldstrasse 224,hco,0.0,0.0,412.0,1076.0,0.0,0.0,1488.0
Notfall Akademie Schweiz AG,Einsiedeln,Kornhausstrasse 60,hco,0.0,0.0,1440.0,0.0,0.0,0.0,1440.0
Gesellschaft der Ärztinnen und Ärzte des Kantons Solothurn,Egerkingen,Ferchtweg 1,hco,0.0,1400.0,0.0,0.0,0.0,0.0,1400.0
pharmacieplus franches- montagnes,Saignelégier,Place du 23 Juin 2,hco,0.0,1400.0,0.0,0.0,0.0,0.0,1400.0
Ambulatorien Zentrum für Psychotische Erkrankungen,Basel,Kornhausgasse 7,hco,0.0,0.0,0.0,0.0,1400.0,0.0,1400.0
PharmActuel Basel,Binningen,Bleicherweg 5,hco,0.0,1282.0,0.0,0.0,0.0,0.0,1367.0
Salutomed AG,Zollikofen,Kirchlindachstrasse 7,hco,0.0,0.0,0.0,0.0,1300.0,0.0,1300.0
Verein Grundversorger Region Baden,Fislisbach,Bollstrasse 1,hco,0.0,1300.0,0.0,0.0,0.0,0.0,1300.0
Pharmacie Centrale,La Chaux-de-Fonds,Av. Léopold-Robert 47-49,hco,0.0,1296.0,0.0,0.0,0.0,0.0,1296.0
Praxis Dr. Uzeda Andrés Alvaro,Zürich,Theaterstrasse 18,hco,0.0,0.0,538.57,739.8,0.0,0.0,1278.37
PourVision Sàrl c/o Constantin Pournaras,St-Luc,Chalet Morgenstern,hco,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0
Swiss Residents in Urology (Leer),St. Gallen,,hco,0.0,1233.0,0.0,0.0,0.0,0.0,1233.0
DragonPharm GmbH,Zürich,Hohlstrasse 509,hco,0.0,0.0,0.0,0.0,1200.0,0.0,1200.0
Tidonne,Bellinzona,Viale Stazione 16,hco,700.0,500.0,0.0,0.0,0.0,0.0,1200.0
Ärzteverein Leimental,Binningen,"Spezialarzt FMH Endokrinologie, Diabetologie & klinische Ernährung - Hauptstrasse 35",hco,0.0,400.0,0.0,0.0,800.0,0.0,1200.0
Circolo Medico Tre Valli,Aquila,Campagna 5,hco,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0
Hopital Neuchatelois,La Chaux-De-Fonds,Formation Continue,hco,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0
Qualitätszirkel der Region Solothurn,Subingen,Luzernstrasse 30,hco,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0
Swiss Medical Network c/o Clinica Sanf Anna,Sorengo,Via Sant' Anna 1,hco,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0
Centre d'Imagerie de la Servette,Genève,Avenue de Luserna 17,hco,0.0,0.0,610.7,545.3,0.0,0.0,1156.0
Ärztezentrum Flums AG,Flums,Marktstrasse 21,hco,0.0,0.0,334.0,782.0,0.0,0.0,1116.0
PDAG - Psychiatrische Dienste Aargau AG,Aarau,Bleichemattstrasse 16,hco,0.0,1080.0,0.0,0.0,0.0,0.0,1080.0
Verein MedicaPlus,Visp,Bahnhofstrasse 17,hco,0.0,1080.0,0.0,0.0,0.0,0.0,1080.0
GHOLGroupement Hospitalier de l'ouest Lémanique S.A.,Nyon,Rue du Vieux Marche 10,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1030.0
Praxis für Neuro-Rehabilitation GmbH,Zürich,Mühlegasse 25,hco,0.0,0.0,0.0,0.0,1000.0,23.0,1023.0
Medbase SA,Genève,Place Cornavin 7,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1020.0
Clinica Holistica Engiadina SA,Susch,Sot Plaz 40,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Clinica Sant'Anna,Sorengo,Via Sant'Anna 1,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gäuerärzte Fortbildungspool c/o Dr. med. E. Küenzi,Hägendorf,Bachstrasse 18,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Neurokränzli Luzern Regula Ehrbar & Jan Voss,Luzern,Alpenstrasse,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
PULSUS c/o Brückner Rechtsanwälte,Luzern,Lidostrasse 6,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"afsain - Aargauische Fachschule für Anästhesie-, Intensiv- und Notfallpflege",Aarau,Tellstrasse 25,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Ambulatorium Wiesendamm,Basel,Wiesendamm 22,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Associazione Reumatologi della Svizzera Italiana c/o Segretario Dr. Mauro Lucini,Vacallo,Roggiana 32,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Atd Associazione Ticinese - Per I Diabetici,Sementina,Via Al ticino 30,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Berner Diabetes Gesellschaft,Zürich,P.O. box,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Cabinet Noble,Genève,Avenue Eugène-Pittard 3a,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Cassa dei Medici Agenzia Ticino,Manno,Via Cantonale 2b,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Centre Ophtalmologique de Florissant,Genève,Avenue Krieg 44BIS,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
CMCB Centre Médico-Chirurgical de la Broyé SA,Payeme,Rue de Guillermaux 8,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"Conférence des médecins pénitent. suisse, Konferenz Schweizer Gefängnisärzte",Prilly,Site de Cery,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Ente Ospedaliero Cantonale,Lugano,Ospedale Regionale Di Lugano Servizio di medicina,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
"Fromm Urs, FMH Psychiatrie und Psychotherapie",Wohlen AG,Zentralstrasse 55a,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Fürsorgeverein Bethesda,Tschugg,Tschugg,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gastropraxis Bülach,Bülach,Bahnhofstrasse 22,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gastropraxis Dr. Heinrich Daniel,Bülach,Bahnhofstrasse 22,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
GDG - Groupe des Dermatologues Genevois,Genève,"c/o Dr Alexandre Campanelli, Avenue de la Roseraie 76A",hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gemeinschaftspraxis,Chur,Gürtelstrasse 62,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gemeinschaftspraxis Vitasphfcre AG Gesundheitszentrum,Bützberg,Bernstrasse 37,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Groupe Médicométrie,Fahy,Rue deFrance 83D,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Groupement Pneumologues Vaudois,Lausanne,Boulevard de Grancy 7,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
GVAIC,Lausanne,Rue des Terreaux 23,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"GVAIC - Dr. med. Gaudenz Hafen, Président",Lausanne,Avenue de Rumine 27,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Herzstiftung Graubünden,Chur,Kantonsspitalgraubünden,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
HESAV - Haute Ecole de Santé Vaud,Lausanne,Avenue de Beaumont 21,hco,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
HNO Praxis Laufen,Laufen,Rampenweg 2,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Hospiz im Park,Arlesheim,,hco,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
"Hôpital cantonal de Fribourg, Clinique de rhumatologie",Fnbourg,Chemin des Pensionate 2-6,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"Hôpital du Jura, groupement des médecins des Franches-Montagnes",Saignelégier,Rue de l’Hôpital 11,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Institut fiore,St. Gallen,Brauerstrasse 95,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
International Cancer Prevention Institute,Epalinges,Chemin De la Cure 7,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Konferenz der Schweizerischen Gefängnisärzte,Bellinzona,,hco,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
Ligue valaisanne contre le rhumatisme,Sion,Rue Pré-Fleuri 2 C,hco,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
Lindenhofgruppe,Bern,Postfach,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Maison de Santé Chablais,Collombey,Chemin du Verger 3,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Médecins de lamille et de Tentance Neuchâtel,Colombier,Rue de Verger 9,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Orthopädische Klinik Luzern (OKL),Luzern,St. Annastrasse 32,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Osteoclub Ticino,Lugano,"Clinica Luganese Moncucco, Soldini,via",hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
PharmaDavos,Biel/Bienne,Bözingenstrasse 162,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Praxis für Neurologie,Wetzikon ZH,Weststrasse 70,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Schweiz. Gesellschaft für Klinische Neurophysiologie SGKN,Bern,Freiburgstrasse,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Sede cent Oncol. Svizz. Italiana,Bellinzona,Via Ospedale,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Sida.ch,Sion,"Gespoer, Rue de l'Avenir 11",hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Società ticinese di dermatologia e venereologia c/o Dr. med. Patrizia Carrozza,Bellinzona,Viale Stazione 16,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"Spitalregion RWS, Departement Anästhesie und Intensivmedizin",Grabs,Spitalstrasse 44,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Spitalverbund Appenzell Ausserrhoden,Herisau,Postfach,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Stiftung wissenschaft. Forschung Gastroenterologie,Zürich,Birmensdorferstrasse 497,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Stoffwechselzentrum STEPS AG,Biel/Bienne,Mühlebrücke 2,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
SVA Sektion Graubünden,Chur,Ringstrasse 180,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
SVA St. Gallen / Appenzell,Wil,Klosterweg 2,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Teddybär Spital Zürich,Zürich,Steinwiesstrasse 75,hco,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
"Freiburger Verein der Palliative-Care, p.a. AFIPA",Fribourg,Route Saint-Nicolas-de- Flüe 2,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Medixy SA,Meyrin,Av. J.-D. Maillard 1 bis,hco,0.0,0.0,741.0,233.0,0.0,0.0,975.0
Praxis Kandersteg,Kandersteg,Äussere Dorfstrasse 39,hco,0.0,960.0,0.0,0.0,0.0,0.0,960.0
Table Ronde de Médicométrie Regionale c/o M. Périat-Ziggurat,Fahy,Rue de France 83D,hco,0.0,925.93,0.0,0.0,0.0,0.0,925.93
Praxis für Onkologie,Zürich,Toblerstrasse 50,hco,0.0,0.0,0.0,0.0,875.0,0.0,875.0
Privatklinik Lindberg,Winterthur,Schickstrasse 11,hco,0.0,864.0,0.0,0.0,0.0,0.0,864.0
Groupe Moutier,Moutier,"c/o Frédéric Gerber, Rue du Viaduc 34",hco,0.0,850.0,0.0,0.0,0.0,0.0,850.0
Maison de la Santé,Sembrancher,route de la Gravenne 14,hco,0.0,850.0,0.0,0.0,0.0,0.0,850.0
Psychiatrie Zentrum Kreuzlingen EPD Thurgau,Kreuzlingen,Nationalstrasse 19,hco,0.0,810.0,0.0,0.0,0.0,0.0,810.0
Trust Center Ticino SA (TCti),Mezzovico,Via Cantonale,hco,0.0,810.0,0.0,0.0,0.0,0.0,810.0
Associazione Lugano Meeting Gruppo di Qualità,Mendrisio,c/o Alessandro Del Bufalo. Va GiuseppeMola 35,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Beratungssektion der SDG,Baden,Rütistrasse 3A,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Formation Groupe Delémont,Delémont,"c/o R. Rion, Route de Rossemaison 48",hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Frauengesundheitszentrum Rämistrasse,Zürich,Rämistrasse 35,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Groupement des chercheurs Colombiens en Suisse,Lausanne,ACIS Asociacion Colombiana de Investigadores en Suiza,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Gyn A.R.T. AG,Zürich,Hardturmstrasse 130,hco,800.0,0.0,0.0,0.0,0.0,0.0,800.0
Herzpraxis Chur,Chur,Belmontstrasse 1,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Rolf-Dieter Stieglitz,Basel,Wilhelm-Klein-Strasse 27,hco,0.0,0.0,0.0,0.0,800.0,0.0,800.0
Servizio medico delle Strutture carcerarie ticinesi,Lugano,Casella Postale,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Spital Laufenburg GesundheitszentrumFricktal,Laufenburg,Spitalstrasse 10,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
Verein Krebsforschung Zentralschweiz,Luzern,Luzernerkantonsspital,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
ASSROM Association suisse romande de médicine manuelle,Lausanne,"c/o Antoine Jallut, Avenue Vine 19",hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
"Gadient Thomas, Geschäftsführer PonteNet Netztwerk",Solothurn,Rosenweg 2,hco,0.0,0.0,0.0,0.0,750.0,0.0,750.0
Interessengruppe für nephrologische Pflege,Zollikerberg,Trichtenhauserstrasse 20,hco,0.0,750.0,0.0,0.0,0.0,0.0,750.0
Maison FXB du Sauvetage,Sion,Route De L'aéroport 60,hco,0.0,750.0,0.0,0.0,0.0,0.0,750.0
NOMAD Aide et soins à domicile,La Chaux-de-Fonds,Rue Du Pont,hco,0.0,741.0,0.0,0.0,0.0,0.0,741.0
Società Ticinese Allergologi e Immunologi del Canton Ticino,Montagnola,,hco,350.0,350.0,0.0,0.0,0.0,0.0,700.0
Fondo Formazione medici di famiglia,Lugano,Clinica LuganeseMoncucco,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
Gruppo Pochi ma buoni (PMB),Lugano,Via delle Scuole 34,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
Oncocare AG,Bern,Riedweg 15,hco,0.0,0.0,0.0,0.0,700.0,0.0,700.0
Schweizerischer Verband Medizinischer PraxisAssistentinnen - Sektion Innerschweiz Luzern,Hergiswil b. W.,c/o Claudia Affentranger - Hübeli 22,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
Studio Dr. Ziliotti Franco,Mendrisio,Via Luigi Lavizzari 4,hco,0.0,0.0,0.0,0.0,700.0,0.0,700.0
Urozentrum Beo,Spiez,Schoneggstrasse 21,hco,0.0,0.0,0.0,0.0,700.0,0.0,700.0
Prevention Center AG,Zug,Aabachstrasse 8,hco,0.0,0.0,0.0,690.0,0.0,0.0,690.0
Emir Hrnjicevic,Baden,Haselstrasse 1,hco,0.0,0.0,0.0,636.0,0.0,0.0,636.0
Bellevue Apotheke,Zürich,Theaterstrasse 14,hco,0.0,0.0,0.0,0.0,600.0,0.0,600.0
"Bümpliz-Apotheke & Drogerie, Dr. Gurtner AG",Bern,Bernstrasse 72,hco,0.0,0.0,0.0,0.0,600.0,0.0,600.0
Cabinet médical Ayer,Marly,Impasse du Nouveau Marché 3,hco,0.0,600.0,0.0,0.0,0.0,0.0,600.0
Centre médical de Vésenaz,Vésenaz,Route de Thonon 42,hco,0.0,600.0,0.0,0.0,0.0,0.0,600.0
Frauenarztpraxis Luzern AG,Luzern,Weggisgasse 1,hco,0.0,0.0,0.0,0.0,600.0,0.0,600.0
Frauenpraxis Stäfa,Stäfa,Häldelistrasse 9,hco,0.0,0.0,0.0,0.0,600.0,0.0,600.0
Reumatologhi del Cantone Ticino,Bellinzona,Via Gerretta 3,hco,600.0,0.0,0.0,0.0,0.0,0.0,600.0
Swiss Oncology & Hematology Congress c/o Reichenbach Rechtsanwälte A6,Zürich,Talacker 50,hco,0.0,600.0,0.0,0.0,0.0,0.0,600.0
Arbeitsgruppe für Kardiovaskuläre Pflege und Therapien,Bern,Dufourstrasse 30,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Association Périnatalité Valais,Siviriez,Route de Brenles 43,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
ATLS Advanced Trauma Life Support,Aarau,Bahnhofstrasse 55,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Cardiologie et Gestion du stress SA,Martigny,Avenue De La Gare 8,hco,0.0,0.0,0.0,0.0,500.0,0.0,500.0
Dermatologische Praxis,Basel,Gempenstrasse 2a,hco,0.0,0.0,0.0,0.0,500.0,0.0,500.0
Gemeinschaftspraxis Lucas,Zuerich,Wehnthalerstrasse 536,hco,0.0,0.0,0.0,0.0,500.0,0.0,500.0
Gäuer Ärzte Fortbildungspool,Kestenholz,Bachmattstrasse 1,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Interessengemeinschaft Nephrologische Pflege der deutschen Schweiz,Steinmaur,Frohbergstrasse 16,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Klinik Adelheid AG,Unterägeri,Höhenweg 71,hco,0.0,0.0,0.0,0.0,500.0,0.0,500.0
Nomad - Neuchâtel Organise Le Maintien A Domicile,La Chaux-de-Fonds,Rue du Pont 25,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Onkologie Bellevue Dr. Bättig Basil,Zürich,Stadelhoferstrasse 42,hco,0.0,0.0,0.0,0.0,500.0,0.0,500.0
Praxis Dr. Mietzsch Thomas,Wetzikon ZH,Bahnhofstrasse 137,hco,500.0,0.0,0.0,0.0,0.0,0.0,500.0
