name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,group,main_address
Tox Info Suisse,Zürich,CH,Freiestrasse 16,,,500.0,0.0,0.0,0.0,0.0,0.0,500.0,hco,gruenenthal,2016,freiestrasse 16,zuerich,tox info suisse,170,
Tox Info Suisse,Zürich,CH,Freiestrasse 16,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,glaxosmithkline,2015,freiestrasse 16,zuerich,tox info suisse,170,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,8008,40535508,0.0,17299.0,0.0,0.0,1500.0,0.0,18799.0,hco,bayer,2017,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2015,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,,,901.59,842.61,,,1744.2,hco,amgen,2017,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,0.0,0.0,0.0,0.0,1400.0,0.0,1400.0,hco,pfizer,2017,forchstrasse 340,zuerich,universitätsklinik balgrist,171,1.0
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,novartis,2017,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,"Universitätsklinik Balgrist, Forchstrasse 340",,,4800.0,0.0,0.0,0.0,0.0,0.0,4800.0,hco,astellas,2015,universitaetsklinik balgrist forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 349,,,,,,,1000.0,,1000.0,hco,novartis,2016,forchstrasse 349,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,hco,mundipharma,2016,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,3000.0,,,,,,3000.0,hco,mundipharma,2017,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,0.0,3200.0,0.0,0.0,0.0,0.0,3200.0,hco,bristol,2015,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2017,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,hco,mundipharma,2015,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist,Zürich,CH,Forchstrasse 340,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2016,forchstrasse 340,zuerich,universitätsklinik balgrist,171,
Universitätsklinik Balgrist -Rheumatologie,Zürich,CH,Forchstrasse 340,,,0.0,0.0,639.18,368.84,0.0,0.0,1008.02,hco,takeda,2015,forchstrasse 340,zuerich,universitätsklinik balgrist -rheumatologie,171,
Vereinigung Internisten - VZI,Adliswil,CH,Felsenhofstrasse 36,,,,3800.0,,,,,3800.0,hco,eli,2016,felsenhofstrasse 36,adliswil,vereinigung internisten - vzi,172,
Vereinigung Zürcher Internisten,Adliswil,CH,"Felsenhofstrasse 36, Adliswil",,,0.0,7400.0,0.0,0.0,0.0,0.0,7400.0,hco,janssen,2015,felsenhofstrasse 36 adliswil,adliswil,vereinigung zürcher internisten,172,
Vereinigung Zürcher Internisten,Adliswil,CH,Felsenhofstrasse 36,,,,3800.0,,,,,3800.0,hco,amgen,2017,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten,172,
Vereinigung Zürcher Internisten,Adliswil,CH,Felsenhofstrasse 36,,,,3800.001,,,,,3800.001,hco,daiichi,2016,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten,172,
Vereinigung Zürcher Internisten,Adliswil,CH,Felsenhofstrasse 36,,,0.0,3800.0,0.0,0.0,0.0,0.0,3800.0,hco,janssen,2017,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten,172,
Vereinigung Zürcher Internisten,Adliswil,CH,Felsenhofstrasse 36,,,,2160.0,,,,,2160.0,hco,almirall,2017,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten,172,1.0
Vereinigung Zürcher Internisten,Adliswil,CH,Felsenhofstrasse 36,,,,7904.0,,,,,7904.0,hco,bristol,2016,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten,172,
Vereinigung Zürcher Internisten,Adliswil,CH,Felsenhofstrasse 36,8134,,,,3800.0,,,,3800.0,hco,daiichi,2017,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten,172,
Vereinigung Zürcher Internisten - VZI,Adliswil,CH,Felsenhofstrasse 36,,,0.0,3800.0,0.0,0.0,0.0,0.0,3800.0,hco,eli,2015,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten - vzi,172,
Vereinigung Zürcher Internisten - VZI,Adliswil,CH,Felsenhofstrasse 36,,,0.0,3800.0,0.0,0.0,0.0,0.0,3800.0,hco,takeda,2015,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten - vzi,172,
Vereinigung Zürcher Internisten - VZI,Adliswil,CH,Felsenhofstrasse 36,,,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,hco,abbvie,2015,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten - vzi,172,
Vereinigung Zürcher Internisten - VZI,Adliswil,CH,Felsenhofstrasse 36,,,,3800.0,,,,,3800.0,hco,eli,2017,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten - vzi,172,
Vereinigung Zürcher Internisten c/o Beatrice Nordmann (Sekretariat),Adliswil,CH,Felsenhofstrasse 36,,,,3800.0,,,,,3800.0,hco,novartis,2016,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten ,172,
Vereinigung Zürcher Internisten c/o Beatrice Nordmann (Sekretariat),Adliswil,CH,Felsenhofstrasse 36,,,0.0,3800.0,0.0,0.0,0.0,0.0,3800.0,hco,novartis,2015,felsenhofstrasse 36,adliswil,vereinigung zürcher internisten ,172,
"""ADEL"" Association D'Aesulape En Lavaux",Lutry,CH,Rue Verdaine,,,,2000.0,,,,,2000.0,hco,mepha,2016,rue verdaine,lutry,"""adel"" association d'aesulape en lavaux",173,
ADAEL - Association D'Aesculape En Lavaux,Lutry,CH,Rue Verdaine,1095,AssociationD'AesculapeEnLavauxLutry,,2000.0,,,,,2000.0,hco,servier,2017,rue verdaine,lutry,adael - association d'aesculape en lavaux,173,
ADAEL Association d'Aesculape En Lavaux,Lutry,CH,Rue Verdaine,,,,2000.0,,,,,2000.0,hco,vifor,2017,rue verdaine,lutry,adael association d'aesculape en lavaux,173,
"ADAEL""Association d'Aesculape en Lavaux""",Lutry,CH,Rue Verdaine,,,,1500.0,,,,,1530.0,hco,mepha,2017,rue verdaine,lutry,"adael""association d'aesculape en lavaux""",173,
ADEL Association D'Esculape En Lavaux,Lutry,CH,Rue Verdaire,,ADEL_Association_D- Esculape_En_Lavaux,,2000.0,,,,,2000.0,hco,galderma,2017,rue verdaire,lutry,adel association d'esculape en lavaux,173,1.0
ADEL Association D'Esculape En Lavaux,Lutry,CH,Rue Verdaire,,,,,,,2000.0,,2000.0,hco,galderma,2016,rue verdaire,lutry,adel association d'esculape en lavaux,173,
Association D'Aesculape en Lavaux,Lutry,CH,Rue Verdaine,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bgp,2015,rue verdaine,lutry,association d'aesculape en lavaux,173,
Association D'Esculape En Lavaux (ADAEL) c/o Thierry Reymond,Lutry,CH,Rue Verdaine,,,,4000.0,,,,,4000.0,hco,novartis,2016,rue verdaine,lutry,association d'esculape en lavaux (adael) ,173,
Association D’Esculape En Lavaux (ADAEL) c/o Dr Thierry Reymond,Lutry,CH,Rue Verdaine,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,novartis,2017,rue verdaine,lutry,association d’esculape en lavaux (adael) ,173,
Association d'Aesculape,Lutry,CH,Rue Verdaine 8a c/o Dr Reymond Thierry,,,,1250.0,,,,,1250.0,hco,pierre,2017,rue verdaine 8a centreo docteur reymond thierry,lutry,association d'aesculape,173,
Association d'Aesculape,Lutry,CH,Rue Verdaine 8a,,,,2000.0,,,,,2000.0,hco,daiichi,2016,rue verdaine 8a,lutry,association d'aesculape,173,
Association d'Aesculape en Lavaux (ADEL),Lutry,CH,Rue Verdaine 8a,1095,1052796303,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,2017,rue verdaine 8a,lutry,association d'aesculape en lavaux (adel),173,
Association d'Aesculape en Lavaux - ADAEL,Lutry,CH,Rue Verdaine,,,,1000.0,,,,,1000.0,hco,zambon,2016,rue verdaine,lutry,association d'aesculape en lavaux - adael,173,
EAACI,Zürich,CH,Hagenholzstrasse 111,,,,72215.0,,,,,72215.0,hco,menarini,2017,hagenholzstrasse 111,zuerich,eaaci,174,1.0
EAACI Headquarters,Zürich,CH,Hagenholzstrasse 111,,,0.0,187683.9,0.0,0.0,0.0,0.0,187683.9,hco,merck,2015,hagenholzstrasse 111,zuerich,eaaci headquarters,174,
EAACI Headquarters,Zürich,CH,Hagenholzstrasse111,,,,191877.59,,,,,191877.59,hco,merck,2016,hagenholzstrasse111,zuerich,eaaci headquarters,174,
EAACI Headquarters,Zürich,CH,Hagenholzstrasse 111,,,,185159.46,,,,,185159.46,hco,merck,2017,hagenholzstrasse 111,zuerich,eaaci headquarters,174,
European Academy of Allergology and Clinical Immunology,Zürich,CH,Hagenholzstrasse 111,,,6498.0,0.0,0.0,0.0,0.0,0.0,6498.0,hco,merck,2015,hagenholzstrasse 111,zuerich,european academy of allergology and clinical immunology,174,
European Academy of Allergy and Clinical Immunology (EAACI),Zürich,CH,"Hagenholzstrasse 111, 3rd floor",,,0.0,309642.54,0.0,0.0,0.0,0.0,309642.54,hco,novartis,2017,hagenholzstrasse 111 3rd floor,zuerich,european academy of allergy and clinical immunology (eaaci),174,
European Academy of Allergy and Clinical Immunology (EAACI),Zürich,CH,Hagenholzstrasse 111,8050,,42705.2,16014.45,0.0,0.0,0.0,0.0,58719.65,hco,boehringer,2015,hagenholzstrasse 111,zuerich,european academy of allergy and clinical immunology (eaaci),174,
European Academy of Allergy and Clinical Immunology (EAACI),ZÜRICH,CH,Hagenholzstrasse 111,,,0.0,187749.27,0.0,0.0,0.0,0.0,187749.27,hco,glaxosmithkline,2016,hagenholzstrasse 111,zuerich,european academy of allergy and clinical immunology (eaaci),174,
European Academy of Allergy and Clinical Immunology (EAACI),Zürich,CH,"Hagenholzstrasse 111, 3rd floor",,,,297511.0,9354.36,,,,306865.36,hco,novartis,2016,hagenholzstrasse 111 3rd floor,zuerich,european academy of allergy and clinical immunology (eaaci),174,
European Academy of Allergy and Clinical Immunology (EAACI),Zürich,CH,Hagenholzstrasse 111,,,0.0,46914.89,0.0,0.0,0.0,0.0,46914.89,hco,glaxosmithkline,2015,hagenholzstrasse 111,zuerich,european academy of allergy and clinical immunology (eaaci),174,
European Academy of Allergy and Clinical Immunology (EAACI),Zürich,CH,"Hagenholzstrasse 111, 3rd floor",8050,,0.0,63774.95,0.0,0.0,0.0,0.0,63774.95,hco,boehringer,2016,hagenholzstrasse 111 3rd floor,zuerich,european academy of allergy and clinical immunology (eaaci),174,
European Academy of Allergy and Clinical Immunology (EAACI),Zürich,CH,Hagenholzstrasse 111,,,0.0,330856.34,6193.24,0.0,0.0,0.0,337049.58,hco,novartis,2015,hagenholzstrasse 111,zuerich,european academy of allergy and clinical immunology (eaaci),174,
European Academy of Allergy and ClinicalImmunology (EAACI),Zürich,CH,Hagenholzstrasse 111,,,0.0,194434.79,0.0,0.0,0.0,0.0,194434.79,hco,glaxosmithkline,2017,hagenholzstrasse 111,zuerich,european academy of allergy and clinicalimmunology (eaaci),174,
EASL,Genève,CH,Rue Daubin 7,,,,15363.0,,,973.0,,16337.0,hco,gilead,2017,rue daubin 7,geneve,easl,175,
EASL,Genève,CH,Rue Daubin 7,,,122486.0,0.0,0.0,0.0,0.0,0.0,122486.0,hco,janssen,2016,rue daubin 7,geneve,easl,175,
EASL,Genève,CH,Rue Daubin 7,,,122486.0,0.0,0.0,0.0,0.0,0.0,122486.0,hco,janssen,2017,rue daubin 7,geneve,easl,175,
EASL,Genève,CH,"Rue Daubin 7, Genève",,,266275.0,0.0,0.0,0.0,0.0,0.0,266275.0,hco,janssen,2015,rue daubin 7 geneve,geneve,easl,175,
EASL,Genève,CH,Rue Daubin 7,,,452040.0,,,,,,452040.0,hco,bristol,2016,rue daubin 7,geneve,easl,175,
EASL,Genève,CH,Rue Daubin 7,,,334100.68,122631.09,,,,,456731.77,hco,gilead,2016,rue daubin 7,geneve,easl,175,
EASL,Genève,CH,Rue Daubin 7,,,107245.0,403960.0,,,,,511205.0,hco,bristol,2017,rue daubin 7,geneve,easl,175,
EASL (European Association for the Study of the Liver),Genève,CH,EASL (European Association for - the Study of the Liver) Rue Daubin 7,,,72182.7,0.0,0.0,0.0,0.0,0.0,72182.7,hco,msd,2015,easl  european association for the study of the liver rue daubin 7,geneve,easl (european association for the study of the liver),175,
EASL European Association for the Study of the Liver,Genève,CH,Rue Daubin 7,,,386165.0,714717.0,,,,,1100882.0,hco,abbvie,2017,rue daubin 7,geneve,easl european association for the study of the liver,175,1.0
European Association for the Study of the Liver (EASL),Genève,CH,Rue Daubin 7,,,0.0,16498.43,0.0,0.0,0.0,0.0,16498.43,hco,novartis,2017,rue daubin 7,geneve,european association for the study of the liver (easl),175,
European Association for the Study of the Liver (EASL),Genève,CH,Rue Daubin 7,,,,61475.9,,,,,61475.9,hco,novartis,2016,rue daubin 7,geneve,european association for the study of the liver (easl),175,
European Association for the Study of the Liver (EASL),Genève,CH,Rue Daubin 7,,,101094.25,298320.09,,,,,399414.34,hco,msd,2017,rue daubin 7,geneve,european association for the study of the liver (easl),175,
European Association for the Study of the Liver (EASL),Genève,CH,European Association for the Study - of the Liver (EASL) Rue Daubin 7,,,96358.22,191888.86,,,,,288247.08,hco,msd,2016,european association for the study of the liver easl rue daubin 7,geneve,european association for the study of the liver (easl),175,
Eswiss Medical,St. Gallen,CH,Brauerstrasse 97,,,,2500.0,,,,,2500.0,hco,amgen,2016,brauerstrasse 97,saint gallen,eswiss medical,176,
eSwiss Medical,St. Gallen,CH,Brauerstrasse 97,,,0.0,2500.0,0.0,0.0,3385.0,0.0,5885.0,hco,bayer,2016,brauerstrasse 97,saint gallen,eswiss medical,176,
eSwiss Medical & Surgial Center AG,St. Gallen,CH,Brauerstrasse 97,,,,2500.0,,,1250.0,116.0,3866.0,hco,astrazeneca,2016,brauerstrasse 97,saint gallen,eswiss medical & surgial center ag,176,
eSwiss Medical & Surgial Center AG,St. Gallen,CH,Brauerstrasse 97,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,astrazeneca,2017,brauerstrasse 97,saint gallen,eswiss medical & surgial center ag,176,
eSwiss Medical & Surgical Center,St. Gallen,CH,Brauerstrasse 97,,,0.0,0.0,0.0,0.0,800.0,0.0,800.0,hco,eli,2015,brauerstrasse 97,saint gallen,eswiss medical & surgical center,176,
eSwiss Medical & Surgical Center,St. Gallen,CH,Brauerstrasse 97,,,,2500.0,,,1000.0,,3500.0,hco,eli,2016,brauerstrasse 97,saint gallen,eswiss medical & surgical center,176,
eSwiss Medical & Surgical Center AG,St. Gallen,CH,Brauerstrasse 97,,,,2315.0,,,2926.0,,5241.0,hco,novo,2016,brauerstrasse 97,saint gallen,eswiss medical & surgical center ag,176,
eSwiss Medical & Surgical Center AG,St. Gallen,CH,Brauerstrasse 95,9016,1055040521,0.0,2500.0,0.0,0.0,1875.0,0.0,4375.0,hco,bayer,2017,brauerstrasse 95,saint gallen,eswiss medical & surgical center ag,176,
eSwiss Medical & Surgical Center AG,St. Gallen,CH,Brauerstrasse 97,,,,4352.0,,,1926.0,,6278.0,hco,novo,2017,brauerstrasse 97,saint gallen,eswiss medical & surgical center ag,176,1.0
eSwiss Medical & Surgical Center AG,St. Gallen,CH,Brauerstrasse 95,,,,2500.0,,,,,2500.0,hco,eli,2017,brauerstrasse 95,saint gallen,eswiss medical & surgical center ag,176,
eSwiss Medical and Surgical Center AG,St. Gallen,CH,Brauerstrasse 97,,,,2500.0,,,,,2500.0,hco,msd,2017,brauerstrasse 97,saint gallen,eswiss medical and surgical center ag,176,
eSwiss Medical and Surgical Center AG Brauerstrasse 97 St. Gallen,St. Gallen,CH,eSwiss Medical and Surgical Center AG Brauerstrasse 97,,,,2500.0,,,,,2500.0,hco,msd,2016,eswiss medical and surgical center ag brauerstrasse 97,saint gallen,eswiss medical and surgical center ag brauerstrasse 97 st. gallen,176,
leSwiss Medical & Surgical Centre,St. Gallen,CH,Brauerstrasse 97,,,,2000.0,,,,,2000.0,hco,mepha,2016,brauerstrasse 97,saint gallen,leswiss medical & surgical centre,176,
HAWADOC AG,Winterthur,CH,Gammarkt 1,,,0.0,30000.0,0.0,0.0,0.0,0.0,30000.0,hco,sandoz,2015,gammarkt 1,winterthur,hawadoc ag,177,
HAWADOC AG,Winterthur,CH,Gammarkt 1,,,,22300.0,,,,,22300.0,hco,sandoz,2016,gammarkt 1,winterthur,hawadoc ag,177,
HAWADOC AG,Winterthur,CH,Gammarkt 1,,,,10000.0,,,,,10000.0,hco,sandoz,2017,gammarkt 1,winterthur,hawadoc ag,177,
Hawadoc,Winterthur,CH,Garnmarkt 1,,,0.0,3150.0,0.0,0.0,0.0,0.0,3150.0,hco,mepha,2015,garnmarkt 1,winterthur,hawadoc,177,
Hawadoc,Winterthur,CH,Garnmarkt 1,,,0.0,4800.0,0.0,0.0,0.0,0.0,4800.0,hco,mepha,2015,garnmarkt 1,winterthur,hawadoc,177,
Hawadoc,Winterthur,CH,Garnmarkt 1,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,mepha,2015,garnmarkt 1,winterthur,hawadoc,177,
Hawadoc,Winterthur,CH,Garnmarkt 1,,,0.0,4950.0,0.0,0.0,0.0,0.0,4950.0,hco,mepha,2015,garnmarkt 1,winterthur,hawadoc,177,
hawadoc,Winterthur,CH,Garnmarkt 1,,,,18000.0,,,,,18300.0,hco,mepha,2017,garnmarkt 1,winterthur,hawadoc,177,1.0
hawadoc AG,Winterthur,CH,Garnmarkt 1,,,,,600.0,200.0,30000.0,,30800.0,hco,novartis,2016,garnmarkt 1,winterthur,hawadoc ag,177,
hawadoc AG,Winterthur,CH,Garnmarkt 1,,,,30000.0,,,750.0,,30750.0,hco,msd,2017,garnmarkt 1,winterthur,hawadoc ag,177,
hawadoc AG,Winterthur,CH,Garnmarkt 1,,,0.0,27550.0,860.0,200.0,0.0,0.0,28610.0,hco,novartis,2017,garnmarkt 1,winterthur,hawadoc ag,177,
hawadoc AG Ärzteorganisatio n,Winterthur,CH,Gammarkt 1,,,0.0,0.0,0.0,800.0,5000.0,0.0,5800.0,hco,novartis,2015,gammarkt 1,winterthur,hawadoc ag ärzteorganisatio n,177,
hawadoc Ärzteorganisation,Winterthur,CH,Garnmarkt 1,,,,18440.0,,,,,18440.0,hco,mepha,2016,garnmarkt 1,winterthur,hawadoc ärzteorganisation,177,
HUG - Hôpitaux Universitaires Genève,Chéne-Bourg,CH,Chemin du Petit-Bel-Air 2,,,,15000.0,,,1000.0,,16000.0,hco,vifor,2016,chemin du petit-bel-air 2,chene-bourg,hug - hôpitaux universitaires genève,178,
HUG - Hôpitaux Universitaires de Genève,Chêne-Bourg,CH,Chemin du Petit-Bel-Air 2,,,,7620.0,,,,,7620.0,hco,vifor,2017,chemin du petit-bel-air 2,chene-bourg,hug - hôpitaux universitaires de genève,178,
Hopitaux Universitaire De Geneve Secteur Facturation Aux Tiers,Chene-Bourg,CH,Chemin du Petit-Bel-Air 2,1225,,,2500.0,,,,,2500.0,hco,eisai,2017,chemin du petit-bel-air 2,chene-bourg,hopitaux universitaire de geneve secteur facturation aux tiers,178,1.0
Hopitaux Universitaire De Genève,Chêne-bourg,CH,Secteur facturation aux tiers Chemin du Petit-Bel-Air 2,,,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0,hco,eisai,2015,secteur facturation aux tiers chemin du petit-bel-air 2,chene-bourg,hopitaux universitaire de genève,178,
Hopitaux Universitaire de Geneve Secteur facturation aux tiers,Chene-Bourg,CH,Chemin du Petit-Bel-Air 2,,,,2000.0,,,,,2000.0,hco,eisai,2016,chemin du petit-bel-air 2,chene-bourg,hopitaux universitaire de geneve secteur facturation aux tiers,178,
Hôpitaux Universitaires Genève,Chêne-bourg,CH,Chemin du Petit-Bel-Air 2,,,0.0,13500.0,0.0,0.0,2912.0,0.0,16412.0,hco,pfizer,2015,chemin du petit-bel-air 2,chene-bourg,hôpitaux universitaires genève,178,
Hôpitaux Universitaires Genève - Unité de Neuro- imagerie,Chêne-bourg,CH,"Belle-Idée/Bât. des Laboratoires, Chemin du Petit- Bel-Air 2",,,0.0,4500.0,0.0,0.0,0.0,0.0,4500.0,hco,eli,2015,belle-ideebatiment des laboratoires chemin du petit bel-air 2,chene-bourg,hôpitaux universitaires genève - unité de neuro- imagerie,178,
Hôpitaux Universitaires de Genève,Chêne-bourg,CH,Ch. du Petit-Bel-Air 2,,,0.0,6300.0,0.0,0.0,0.0,0.0,6300.0,hco,ferring,2015,chemin du petit-bel-air 2,chene-bourg,hôpitaux universitaires de genève,178,
Hôpitaux Universitaires de Genève,Chêne-bourg,CH,Ch. Du Petit-Bel-Air 2,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,bgp,2015,chemin du petit-bel-air 2,chene-bourg,hôpitaux universitaires de genève,178,
Hôpitaux Universitaires de Genève,Chêne-Bourg,CH,Ch. du Petit-Bel-Air 2,,,,17800.0,,,,,17800.0,hco,ferring,2016,chemin du petit-bel-air 2,chene-bourg,hôpitaux universitaires de genève,178,
Hôpitaux Universitaires de Genève HUG,Chêne-bourg,CH,Secteur facturation aux tiers - Chemin du Petit-Air 2,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,servier,2015,secteur facturation aux tiers chemin du petit-air 2,chene-bourg,hôpitaux universitaires de genève hug,178,
Hôpitaux Universitaires de Genève HUG,Chêne-bourg,CH,Chemin du Petit-Bel-Air 2,,,0.0,0.0,0.0,0.0,1400.0,97.0,1497.0,hco,lundbeck,2015,chemin du petit-bel-air 2,chene-bourg,hôpitaux universitaires de genève hug,178,
Hôpitaux Universitaires de Genève HUG,Chêne-bourg,CH,Chemin du Petit-Bel-Air 2,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,menarini,2015,chemin du petit-bel-air 2,chene-bourg,hôpitaux universitaires de genève hug,178,
Institution de Lavigny,Lavigny,CH,Route du Vignoble,,,,1000.0,,,,,1000.0,hco,eisai,2016,route du vignoble,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,"Institution de Lavigny, Rte du Vignoble 60",1175,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,teva,2015,institution de lavigny route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route Du Vignoble 60,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,ucb,2015,route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route duvignoble 60,,,,1000.0,,,,,1000.0,hco,merck,2016,route duvignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route du Vignoble G0,,,,1000.0,,,,,1000.0,hco,ucb,2016,route du vignoble g0,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route du Vignoble 60,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,glaxosmithkline,2015,route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route Du Vignoble 60,,,,1000.0,,,,,1000.0,hco,ucb,2017,route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route du Vignoble 60,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,eisai,2015,route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route du vignoble 60,,,,1000.0,,,,,1000.0,hco,merck,2017,route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,LAVIGNY,CH,Route du Vignoble 60,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,glaxosmithkline,2016,route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny,Lavigny,CH,Route du Vignoble 60,,,,1000.0,,,,,1000.0,hco,sandoz,2017,route du vignoble 60,lavigny,institution de lavigny,179,1.0
Institution de Lavigny,Lavigny,CH,Route du Vignoble 60,,,,1000.0,,,,,1000.0,hco,pfizer,2016,route du vignoble 60,lavigny,institution de lavigny,179,
Institution de Lavigny Site de Lavigny / Direction glnlrale,Lavigny,CH,Route du Vignoble 50,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,novartis,2017,route du vignoble 50,lavigny,institution de lavigny site de lavigny / direction glnlrale,179,
JHaS,Bern,CH,Effingerstrasse 2 c/o Polsan AG,,,,3200.0,,,,,3200.0,hco,bgp,2017,effingerstrasse 2 cob polsan ag,bern,jhas,180,1.0
JHaS Junge Hausärztinnen und -Ärzte Schweiz,Bronschhofen,CH,Mörikonerstrasse 8,,,,7128.0,,,,,7128.0,hco,pfizer,2016,moerikonerstrasse 8,bronschhofen,jhas junge hausärztinnen und -ärzte schweiz,180,
Junge Hausärztinnen und -ärzte (JHaS),Bern,CH,Effingerstrasse 2,,,0.0,3456.0,0.0,0.0,0.0,0.0,3456.0,hco,glaxosmithkline,2017,effingerstrasse 2,bern,junge hausärztinnen und -ärzte (jhas),180,
Junge Hausärztinnen und -ärzte (JHaS),BERN,CH,Effingerstrasse 2,,,0.0,3456.0,0.0,0.0,0.0,0.0,3456.0,hco,glaxosmithkline,2016,effingerstrasse 2,bern,junge hausärztinnen und -ärzte (jhas),180,
Junge Hausärztinnen und -ärzte (JHaS),Bern,CH,Effingerstrasse 2,,,0.0,3456.0,0.0,0.0,0.0,0.0,3456.0,hco,glaxosmithkline,2015,effingerstrasse 2,bern,junge hausärztinnen und -ärzte (jhas),180,
Junge Hausärztinnen und -ärzte (JHaS),Bern,CH,Effingerstrasse 2,,,3200.0,0.0,0.0,0.0,0.0,0.0,3200.0,hco,mundipharma,2015,effingerstrasse 2,bern,junge hausärztinnen und -ärzte (jhas),180,
Junge Hausärztinnen und -ärzte Schweiz,Bern,CH,Effingerstrasse 2,,,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,hco,mundipharma,2016,effingerstrasse 2,bern,junge hausärztinnen und -ärzte schweiz,180,
Junge Hausärztinnen und -ärzte Schweiz,Bern,CH,Effingerstrasse 2,,,11000.0,,,,,,11000.0,hco,mundipharma,2017,effingerstrasse 2,bern,junge hausärztinnen und -ärzte schweiz,180,
Junge Hausärztinnen und -ärzte Schweiz (JHaS),Bronschhofen,CH,Mörikonerstrasse 8,,,,41438.0,,,,,41438.0,hco,mepha,2017,moerikonerstrasse 8,bronschhofen,junge hausärztinnen und -ärzte schweiz (jhas),180,
