name,location,address,type,year,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total
Institut de Microbiologie,Lausanne,Rue Du Bugnon 48,hco,2017,0.0,12760.0,0.0,0.0,0.0,0.0,12760.0
AMACTI - Assoc. Medici Anestesisti Ticino,Lugano,Via Tesserete 48,hco,2017,4700.0,7815.0,0.0,0.0,0.0,0.0,12515.0
Clinique Le Noirmont,Le Noirmont,Chemin Roc-Montès 20,hco,2017,0.0,11000.0,0.0,0.0,1500.0,0.0,12500.0
SSH SGH SSE,Zürich,Bahnhofplatz 4,hco,2017,0.0,12500.0,0.0,0.0,0.0,0.0,12500.0
Herz-Gefâss-Stittung,Zürich,"Klinik im Park, Seesbasse 210",hco,2017,0.0,12500.0,0.0,0.0,0.0,0.0,12500.0
Aglaea,Buchrain,Hauptstrasse 12,hco,2017,0.0,12370.0,0.0,0.0,0.0,0.0,12370.0
Kantonsspital Baselland,Bruderholz,Batteriestrasse,hco,2017,0.0,10740.0,0.0,0.0,1600.0,0.0,12340.0
Argomed Ärzte AG,Lenzburg,Bahnhofstrasse 24,hco,2017,0.0,10500.0,1200.0,400.0,0.0,0.0,12220.0
Kantonsspital Olten,Olten,Baslerstrasse 150,hco,2017,750.0,5512.0,865.98,1825.14,3150.0,28.0,12131.12
Union des sociétés suisses des Maladies Vasculaires,Aarau,Bahnofstrasse 55,hco,2017,0.0,12050.0,0.0,0.0,0.0,0.0,12050.0
Clinique de Carouge,Carouge GE,Avenue Cardinal-Mermillod 1,hco,2017,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Schweizerische Herzrhythmus Stiftung SHRS,Bern,Schänzlistrasse 33,hco,2017,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
SHN Suisse Hemophilia Network,Zürich,Steinwiesstrasse 75,hco,2017,4000.0,8000.0,0.0,0.0,0.0,0.0,12000.0
Lega Polmonare Ticinese,Lugano,Via alla Campagna 9,hco,2017,12000.0,0.0,0.0,0.0,0.0,0.0,12000.0
Tumorzentrum,Basel,Petersgraben 4,hco,2017,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Pharmacies BENU SA,Villars-sur-Glâne,Avenue du Centre 6,hco,2017,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Meeting Com Congress Organisation,Cheseaux-sur-Lausanne,Rue des Pâquis 1,hco,2017,0.0,11500.0,0.0,405.0,0.0,0.0,11905.0
Schweizerische Hypertonie Gesellschaft,Bern,Schwarztorstrass e 18,hco,2017,6000.0,5175.0,0.0,0.0,607.0,0.0,11782.0
Blutspende SRK Schweiz AG,Bern,Laupenstrasse 37,hco,2017,2777.75,5200.0,0.0,0.0,3640.0,0.0,11617.75
Schweizerische Vereinigung der Fachleute für med. technische Radiologie,Sursee,Bahnhofstrasse 7b,hco,2017,0.0,11600.0,0.0,0.0,0.0,0.0,11600.0
"Vista Klinik AG Binningen, Ophthalmologische Tagesklinik",Binningen,Hauptstrasse 55,hco,2017,0.0,9029.0,0.0,500.0,2000.0,0.0,11529.0
International Skeletal Dysplasia Society,Lausanne,Avenue Pierre-Decker 2,hco,2017,0.0,11507.7,0.0,0.0,0.0,0.0,11507.7
Fondation du centre de Chimithérapie Anti-Cancéreuse,Lausanne,Avenue Vinet 19b,hco,2017,2000.0,9500.0,0.0,0.0,0.0,0.0,11500.0
Forum Suchtmedizin Ostschweiz,St. Gallen,Metzgergasse 22,hco,2017,6500.0,5000.0,0.0,0.0,0.0,0.0,11500.0
Circolo Medico del Bellinzonese,Bellinzona,Via Caminnata 6,hco,2017,0.0,11450.0,0.0,0.0,0.0,0.0,11450.0
Fondation pour la Recherche sur le Diabète,Genève,10 chemin Malombré,hco,2017,0.0,8134.0,0.0,0.0,3250.0,0.0,11384.0
Edtna/Erca,Luzern,Pilatusstrasse35,hco,2017,10648.37,663.3,0.0,0.0,0.0,0.0,11311.67
SIGA/FSIA - Schweizerische Interessengemeinschaft für Anästhesiepflege,Sursee,Bahnhofstrasse 7b,hco,2017,1200.0,10100.0,0.0,0.0,0.0,0.0,11300.0
Psychiatrie Baselland,Liestal,Bienentalstrasse 7,hco,2017,0.0,8000.0,0.0,0.0,3250.0,0.0,11250.0
Kant. Ärztegesellschaft Schaffhausen c/o Manuela Bucher,Schaffhausen,Finsterwaldstrasse 91,hco,2017,0.0,10000.0,0.0,0.0,1250.0,0.0,11250.0
Schweizerische Gesellschaft für Intensive Dynamische Kurzpsychotherapie,Bern,Sulgeneckstrasse 38,hco,2017,0.0,11250.0,0.0,0.0,0.0,0.0,11250.0
Fondation des Grangettes,Chêne-Bougeries,Chemin des Grangettes 7,hco,2017,4000.0,7100.0,0.0,0.0,0.0,0.0,11100.0
Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMPS),Zürich,Stadelhoferstrasse 42,hco,2017,0.0,11000.0,0.0,0.0,0.0,0.0,11000.0
Hausärztlicher Qualitätszirkel Oberthurgau West,Amriswil,Hölzlistrasse 15,hco,2017,0.0,11000.0,0.0,0.0,0.0,0.0,11000.0
HICC GmbH - Haemostasis in Critical Care,St. Gallen,Frohbergstrasse 3,hco,2017,0.0,11000.0,0.0,0.0,0.0,0.0,11000.0
Association suisse pour la promotion globale de la santé,Lausanne,Avenue de Valmont 16,hco,2017,1000.0,10000.0,0.0,0.0,0.0,0.0,11000.0
Schweizerische Gesellschaft für Neuroradiologie,Basel,Münsterberg 1,hco,2017,0.0,0.0,0.0,0.0,11000.0,0.0,11000.0
GSMN AG Privatklinik Bethanien,Zürich,Toblerstrasse 51,hco,2017,1000.0,9820.0,0.0,0.0,0.0,0.0,10820.0
Kantonsspital Schaffhausen,Schaffhausen,Geissbergstrasse 81,hco,2017,2500.0,5000.0,328.0,1211.13,1750.0,0.0,10789.130000000001
Hôpital Ophtalmique Jules Gonin,Lausanne,Avenue De France 15,hco,2017,0.0,3200.0,0.0,0.0,7500.0,0.0,10700.0
pharmActuel Bern,Zollikofen,Hübeliweg 14,hco,2017,0.0,10400.0,0.0,0.0,0.0,0.0,10700.0
Neurozentrum Bellevue AG,Zürich,Theaterstr. 8,hco,2017,2000.0,2000.0,122.86,0.0,6475.0,93.89,10691.75
Psychiatriezentrum Münsingen,Münsingen,Hunzigenallee 1,hco,2017,1500.0,9000.0,0.0,0.0,0.0,0.0,10500.0
Swiss Cardiovascular Foundation,Bern,Waisenhausplatz 14,hco,2017,2500.0,7000.0,0.0,0.0,1000.0,0.0,10500.0
Sgim-Ssmi,Basel,Solothurnerstrasse 68,hco,2017,0.0,10440.0,0.0,0.0,0.0,0.0,10440.0
ECCMID,Basel,Streitgasse 20,hco,2017,0.0,10428.59,0.0,0.0,0.0,0.0,10428.59
pharmavalais / Société Valaisanne de Pharmacie,Granges,Rte de Robinson 43 Case postale,hco,2017,0.0,10200.0,0.0,0.0,0.0,0.0,10280.0
Spital Herisau,Herisau,Spitalstrasse 6,hco,2017,1500.0,8690.0,0.0,0.0,0.0,0.0,10190.0
Mednet,Bern,Sidlerstrasse 4,hco,2017,6000.0,4000.0,0.0,0.0,0.0,0.0,10040.0
Hôpital Intercantonal de la Broye,Estavayer-le-Lac,Rue de la Rochette,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
SPOG Schweizerische Pädiatrische Onkologie Gruppe,Bern,Effingerstrasse 33,hco,2017,3000.0,7000.0,0.0,0.0,0.0,0.0,10000.0
Lenker Woche,Zweisimmen,Karl Haueterstrasse,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Fondation de Nant,Corsier-sur-Vevey,Route de Nant 15,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
QualiCCare,Baden,Rütistrasse 3a,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Association par les Médecins pour les Médecins Président: Dr. Lionel Jacquier,Martigny,Avenue de la Gare 17,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Centre Ophtalmologique de Rive SA,Genève,Rue Pierre-Fatio 15,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Impulze,Zürich,Sonnenbergstrasse 48,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Second Chance Association,Meyrin,Avenue Jean-Daniel-Maillard 1,hco,2017,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0
"EULAP, Euopean League Against Pain",Zürich,Lintheschergasse 3,hco,2017,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0
Association Malattie Genetiche Rare - Svizzera Italiana,Bellinzona,Via Orico 9,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Clinique de Montchoisi,Lausanne,Chemin des Allinges 10,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
EUPATI Switzerland,Basel,Petersplatz 13,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Schweizerische Interessengemeinschaft für Urologiepflege,Nottwil,Guido A. Zäch Strasse 6,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
SSHO Swiss Summit on Hemato-Oncology,Küssnacht a.R.,c/o Mediscience GmbH,hco,2017,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Swiss Cancer Foundation,Zug,Bahnhofstrasse 10,hco,2017,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0
Schweizerisch Gesellschaft für Spitalhygiene,St. Gallen,Rohrschacherstrasse 95,hco,2017,0.0,9786.7,0.0,0.0,200.0,0.0,9986.7
IGOMED-Ärztenetzwerk Raum Thun,Thun,Goldiwilstrasse 36a,hco,2017,5600.0,4000.0,0.0,0.0,0.0,0.0,9880.0
Klinik Meissenberg AG,Zug,Meissenbergstrasse 17,hco,2017,0.0,9850.0,0.0,0.0,0.0,0.0,9850.0
St. Gallische Kantonale Psych. Dienste,Wil,Zürcherstrasse 30,hco,2017,0.0,9800.0,0.0,0.0,0.0,0.0,9800.0
Schlossberg Ärztezentrum AG,Frauenfeld,Bahnhofstrasse 61,hco,2017,5000.0,4000.0,0.0,0.0,750.0,0.0,9750.0
Swiss Society of Neonatology,Cheseaux-sur-Lausanne,c/o meeting.com Sàrl,hco,2017,0.0,9730.0,0.0,0.0,0.0,0.0,9730.0
Gesundes Rheintal,Oberriet,Ballengasse 9,hco,2017,0.0,6700.0,0.0,0.0,3000.0,0.0,9725.0
Réseau de soins Delta,Onex,Route de Chancy 98,hco,2017,0.0,2500.0,0.0,0.0,7220.0,0.0,9720.0
Verein Zentralschweizer Dermatologen,Luzern,Präsident Dr. Mathisa Koepcke,hco,2017,0.0,9706.75,0.0,0.0,0.0,0.0,9706.75
SVKH-ASMC - Schweizerischer Verband für Komplementärmedizinische Heilmittel,Bern,Amthausgasse 18,hco,2017,0.0,9695.7,0.0,0.0,0.0,0.0,9695.7
Ärztenetzwerk Grauholz,Urtenen-Schönbühl,Solothurnstrasse 43,hco,2017,2000.0,7600.0,0.0,0.0,0.0,0.0,9670.0
Lindenhofspital,Bern,Bremgartenstrasse 117,hco,2017,65.0,8500.0,0.0,0.0,1000.0,0.0,9565.0
Brust-Zentrum AG,Zürich,Seefeldstrasse 214,hco,2017,1200.0,8112.0,0.0,0.0,195.0,0.0,9507.0
Kantonsspital Glarus,Glarus,Burgstrasse 99,hco,2017,0.0,7500.0,354.0,651.0,1000.0,0.0,9506.0
Spital Linth,Uznach,Gasterstrasse 25,hco,2017,0.0,9500.0,0.0,0.0,0.0,0.0,9500.0
Integrierte Psychiatrie Winterthur (IPW),Winterthur,Wieshofstrasse 102 Postfach 144,hco,2017,2000.0,7500.0,0.0,0.0,0.0,0.0,9500.0
Drug Information Association,Basel,Kuechengasse 16,hco,2017,0.0,0.0,9297.0,0.0,181.0,0.0,9478.0
Ensemble Hospitalier de la Côte EHC / Hôpital de Morges,Morges,Chemin de Crêt 2 / Case Postale 384,hco,2017,0.0,8760.0,389.55,262.81,0.0,0.0,9412.36
Schweizerischer Drogistenverband,Biel/Bienne,Nidaugasse 15,hco,2017,0.0,9300.0,0.0,0.0,0.0,0.0,9300.0
Ärztenetz Bantiger,Ostermundigen,"c/o Dr. med. Roberto Chiofalo, Waldeckstrasse 23",hco,2017,2000.0,7000.0,0.0,0.0,0.0,0.0,9220.0
Clinica Luganese Moncucco SA,Lugano,Via Moncucco 10,hco,2017,800.0,6677.18,117.5,1569.65,0.0,0.0,9164.33
SGPath Schweizerische Gesellschaft für Pathologie,Oberkirch LU,Burghöhe 1,hco,2017,0.0,8986.0,150.0,0.0,0.0,0.0,9136.0
Hirslanden Lausanne SA Clinique Bois-Cerf,Lausanne,Avenue d'Ouchy 31,hco,2017,1000.0,8000.0,0.0,0.0,0.0,0.0,9000.0
"Hôpital Intercantonal de la Broye, HIB Site de Payerne",Payerne,Avenue de la Colline 3,hco,2017,3000.0,6000.0,0.0,0.0,0.0,0.0,9000.0
Tumorzentrum ZeTuP,Rapperswil,Alte Jonastrasse 24,hco,2017,2500.0,6500.0,0.0,0.0,0.0,0.0,9000.0
Oberwalliser Ärztegesellschaft,Brig,Sandmattenstrasse 6,hco,2017,2000.0,7000.0,0.0,0.0,0.0,0.0,9000.0
Verband Schweizer Assistenz- und Oberärzt/Innen,Bern,Bollwerk 10,hco,2017,9000.0,0.0,0.0,0.0,0.0,0.0,9000.0
Magendarmliga Schweiz,Bern,Schwanengasse 1,hco,2017,0.0,9000.0,0.0,0.0,0.0,0.0,9000.0
Berner Augenklinik am Lindenhofspital,Bern,Bremgartenstrasse 119,hco,2017,0.0,9000.0,0.0,0.0,0.0,0.0,9000.0
Schweizer Paraplegiker-Zentrum,Nottwil,Guido A. Zäch Strasse 1,hco,2017,1800.0,5629.63,333.3,1164.5,0.0,0.0,8927.43
KMS,Bern,Brunnmattstrasse 83,hco,2017,0.0,8587.2,0.0,0.0,0.0,0.0,8587.2
Tumorzentrum Aarau,Aarau,Rain 34,hco,2017,0.0,5000.0,666.67,1186.63,1723.0,0.0,8576.3
AarReha Schinznach,Schinznach-Bad,Badstrasse 55,hco,2017,1000.0,7500.0,0.0,0.0,0.0,0.0,8500.0
Bündneroberländer Aerzteverein,Vella,Arzthaus,hco,2017,2000.0,6500.0,0.0,0.0,0.0,0.0,8500.0
Herzpraxis am Rhein,Rheinfelden,Habich-Dietschy-Strasse 18,hco,2017,0.0,8500.0,0.0,0.0,0.0,0.0,8500.0
Praxis Villiger & DiaMon AG,Baden,Mellingerstrasse 207,hco,2017,0.0,3400.0,0.0,0.0,5000.0,0.0,8400.0
See-Spital Horgen,Horgen,Asylstrasse 19,hco,2017,1000.0,5500.0,313.23,548.29,1000.0,0.0,8361.52
mmconsult volante GmbH,Cham,Riedstrasse 1,hco,2017,0.0,8360.0,0.0,0.0,0.0,0.0,8360.0
Associazione degli oftalmologi del canton Ticino (AOCT),Lugano,Via Canova 18,hco,2017,0.0,8300.0,0.0,0.0,0.0,0.0,8300.0
Hausärztlicher Qualitätszirkel Oberthurgau-Ost,Steinach,"c/o Markus Gnädinger, Birkenweg 8",hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8275.0
GRIMM - Groupe d'intervention en haute montagne,Sion,"26, Av. du Chanoine Berchtold",hco,2017,0.0,8200.0,0.0,0.0,0.0,0.0,8230.0
Swiss Society for Microbiology,Cheseaux-sur-Lausanne,Route d'Yverdon 3,hco,2017,0.0,8044.0,0.0,0.0,0.0,0.0,8044.0
Rheumakränzli Zentralschweiz,Meggen,Mättelistrasse 7,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
SeelandNet Solution GmbH Ärztenetzwerk des Bieler Seelands,Lyss,Bahnhofstrasse 15a,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Medical AdiNetwork GmbH,Winterthur,Lagerhausstrasse 9,hco,2017,0.0,4750.0,0.0,0.0,3250.0,0.0,8000.0
Blutspendezentrum Srk,Basel,Hebelstrasse 10,hco,2017,8000.0,0.0,0.0,0.0,0.0,0.0,8000.0
Fondation Suisse Contre le Cancer du Foie,Delémont,Rue De L'église 13,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Symposium Verein für Allgemeinmediziner und Gynäkologen,Zug,Baarerstrasse 75,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Brennpunkt Urologie,Liestal,c/o LH Medical Management GmbH,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Swiss Glaucoma Research Foundation,Lausanne,Avenue de l'Elysée 40,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Coeur de la Tour Fondation pour larecherche,Meyrin,Avenue Maillard 1,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Dandelion Pflegezentrum f. demenzkranke Menschen,Basel,Sperrstrasse 100,hco,2017,8000.0,0.0,0.0,0.0,0.0,0.0,8000.0
Schweizer PH-Verein (für Menschen mit pulmonaler Hypertonie) Frau Therese Oesch,Birsfelden,Am Stausee 14,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Zentralschweizer Internistenwoche,Stans,Ennetmooserstrasse 19,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Endokrinologie Diabetologie Bern,Bern,Seilerstrasse 8a,hco,2017,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
European Confederation of Medical Mycology ECMM,Basel,Nauenstrasse 49,hco,2017,7978.81,0.0,0.0,0.0,0.0,0.0,7978.81
"Schweiz. Verband Medizinischer Praxis-Fachpersonen SVA, Zentralsekretariat",Bern,Elfenstrasse 19,hco,2017,0.0,7944.0,0.0,0.0,0.0,0.0,7944.0
Clinopsis SA,Concise,Chemin Des Jardins 6,hco,2017,0.0,0.0,0.0,0.0,7712.5,0.0,7712.5
SASL - Swiss Association for the Study of the Liver,Bern,Wattenwylweg 21,hco,2017,0.0,7657.0,0.0,0.0,0.0,0.0,7657.0
AGAIA,Genève,"11, rue de Emile-Yung",hco,2017,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0
SGPGHE,Winterthur,Brauerstrasse 15,hco,2017,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0
SSIPM,Montreux,Avenue Des Planches 15,hco,2017,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0
Kantonsspital Uri,Altdorf UR,Spitalstrasse 1,hco,2017,0.0,6000.0,308.9,1162.77,0.0,0.0,7471.67
SwissPedNet,Basel,Petersplatz 13,hco,2017,7432.0,0.0,0.0,0.0,0.0,0.0,7432.0
APA Ärzte mit Patientenapotheke,St. Gallen,Kolumbanstrasse 2,hco,2017,400.0,5800.0,0.0,0.0,1200.0,0.0,7400.0
Praxis Reinacherhof,Reinach BL,Im Reinacherhof 53,hco,2017,0.0,0.0,5500.0,1900.0,0.0,0.0,7400.0
Psychiatrische Dienste Aargau AG,Windisch,Zürcherstrasse 241,hco,2017,250.0,4000.0,0.0,0.0,3111.12,0.0,7361.12
Vereinigung Allgemeiner und Spezialisierter Intemistinnen und Internisten Zürich VZI,Zürich,Franklinstrasse 1,hco,2017,0.0,7344.0,0.0,0.0,0.0,0.0,7344.0
synlab Suisse,Luzern,Alpenquai 14,hco,2017,0.0,7240.0,0.0,0.0,0.0,0.0,7240.0
ARAM - Association Romande des Assistantes Médicales,Lausanne,Adresse associative,hco,2017,0.0,7200.0,0.0,0.0,0.0,0.0,7200.0
Verlag Gesundheit.Santé,Schaffhausen,Neustadt 40,hco,2017,0.0,7200.0,0.0,0.0,0.0,0.0,7200.0
SGS Schweizerische Gesellschaft für Senologie,Nunningen,Riseten 4,hco,2017,0.0,7200.0,0.0,0.0,0.0,0.0,7200.0
20. Ostschweizer Symposium für praktische Gynäkologie und Geburtshilfe,Bern,c/o KMS KongressManagementSwiss- Postfach,hco,2017,0.0,7185.0,0.0,0.0,0.0,0.0,7185.0
SGSM Schweizerische Gesellschaft für Sportmedizin,Bern,Rabbentalstrasse 83,hco,2017,0.0,7134.0,0.0,0.0,0.0,0.0,7154.0
Ärztenetzwerk oberes Emmental,Zollbrück,Lauperswilerstrasse24,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7080.0
Medicaments Pour Tous Switzerland,Basel,Grosspeterstrasse 9,hco,2017,7040.0,0.0,0.0,0.0,0.0,0.0,7040.0
AMITI,Paradiso,Via Guisan 10,hco,2017,0.0,6000.0,0.0,0.0,1000.0,0.0,7000.0
Swiss Federation of Clinical Neuro-Societies (SFCNS),Basel,Münsterberg 1,hco,2017,3000.0,4000.0,0.0,0.0,0.0,0.0,7000.0
Praxisklinik Binningen,Binningen,Hauptstrasse 11,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Association Rencontre cardiologique annuelle,Genève,Rue Marignac 13,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Oncologia Varini Calderoni Christinat,Lugano,Via Fogazzaro 3,hco,2017,0.0,2000.0,0.0,0.0,5000.0,0.0,7000.0
Zentrum für Integrative Onkologie (ZIO AG),Zürich,Hardturmstrasse 133,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Aerztegesellschaft Zürcher Oberland,Uster,Quellenstrasse 4,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Reha Seewis,Seewis Dorf,Schlossstrasse 1,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Verein Sarkomzentrum Zürich c/o Anwaltskanzlei Felix Suter,Zürich,Minervastrasse 3,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
SGDV SSDV  c/o Convention Team Lucerne AG,Luzern,Oberseeburg 10,hco,2017,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0
Groupement des Médecins des Franches-Montagnes,Saignelégier,Place du 23 Juin 2,hco,2017,800.0,6100.0,0.0,0.0,0.0,0.0,6900.0
Blueye Vision Tech GmbH,Meggen,Huobmattstrasse 9,hco,2017,0.0,6900.0,0.0,0.0,0.0,0.0,6900.0
BV Congress Creating GmbH,Gossau ZH,Industriestrasse 37,hco,2017,0.0,6892.8,0.0,0.0,0.0,0.0,6892.8
Fondation Nutrition 2000plus,Vevey,Route De Saint-légier 11,hco,2017,0.0,5353.0,0.0,0.0,1220.5,312.0,6885.5
Externe Psychiatrische Dienste,Solothurn,Weissensteinstrasse 102,hco,2017,0.0,6860.0,0.0,0.0,0.0,0.0,6860.0
Adimed,Winterthur,Lagerhausstrasse 9,hco,2017,0.0,6800.0,0.0,0.0,0.0,0.0,6800.0
STAV Schweizerisch- Türkischer Ärzte- und Akademikerverein,Bern,Balmerstrasse 12,hco,2017,0.0,4200.0,2500.0,0.0,0.0,0.0,6700.0
Staatsverein 2017,Zürich,,hco,2017,6681.0,0.0,0.0,0.0,0.0,0.0,6681.0
MEDINFO CONSULTING,CROIX-DE-ROZON,214 ROUTE D ANNECY,hco,2017,0.0,0.0,0.0,0.0,6424.0,237.28,6661.28
Zu: Care Zug Präsident,Unterägeri,Seestrasse 9,hco,2017,0.0,6500.0,0.0,0.0,0.0,0.0,6640.0
Luzerner Kantonsspital Sursee,Sursee,Spitalstrasse 16a,hco,2017,0.0,3000.0,1294.38,2300.19,0.0,0.0,6595.57
Spital Wattwil,Wattwil,Steig,hco,2017,0.0,6528.0,0.0,0.0,0.0,0.0,6528.0
Klinik Lengg Ag,Zürich,Bleulerstrasse 60,hco,2017,1500.0,5000.0,0.0,0.0,0.0,0.0,6500.0
Polyarthritiker -Vereinigung,Zürich,Feldeggstrasse 69,hco,2017,500.0,6000.0,0.0,0.0,0.0,0.0,6500.0
aha! Allergiezentrum Schweiz,Bern,Scheibenstrasse 20,hco,2017,0.0,6475.0,0.0,0.0,0.0,0.0,6475.0
SMA Switzerland,Heimberg,Alpenstrasse 76,hco,2017,0.0,5000.0,0.0,0.0,0.0,1450.0,6450.0
Verein klinischer Krebsforschung,Luzern,Spitalstrasse,hco,2017,2000.0,4300.0,0.0,0.0,0.0,0.0,6300.0
Groupe Grand Lausanne Nord,Lausanne,Avenue de Chailly 25,hco,2017,0.0,6300.0,0.0,0.0,0.0,0.0,6300.0
Asana Gruppe AG,Menziken,Spitalstrasse 1,hco,2017,0.0,6200.0,0.0,0.0,0.0,0.0,6200.0
Zentralschweizer Dermatologen,Luzern,Löwengraben 14,hco,2017,0.0,5200.0,0.0,0.0,1000.0,0.0,6200.0
Strongbones GmbH,Büron,Galgerain 23,hco,2017,0.0,0.0,0.0,0.0,6175.0,0.0,6175.0
Davos Congress,Davos Platz,Talstrasse 41,hco,2017,0.0,6136.0,0.0,0.0,0.0,0.0,6136.0
Aerzteverien Davos,Davos Platz,Promenade 4,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6120.0
Zuercher Dermatologengesellschaft,Uster,Oberlandstrasse 100,hco,2017,1000.0,5000.0,0.0,0.0,0.0,0.0,6000.0
Institut für Forschung und Fortbildung in der Medizin GmbH,Burgdorf,Oberburgstrasse 10,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Société Vaudoise de Pharmacie,Paudex,Route Du Lac 2,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Circolo di Qualità,Coldrerio,Via Mercole 2B,hco,2017,0.0,5000.0,0.0,0.0,1000.0,0.0,6000.0
Stiftung Prostatakrebsforschung,Aarau,,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Aerzte Thalwil,Thalwil,Rudishaldenstrasse 1,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Hôpital des Trois Chênes,Thônex,Chemin du Pont-Bochet 3,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Fosumis Forum Suchtmedizin Innerschweiz,Zug,Aegeristrasse 56,hco,2017,3000.0,3000.0,0.0,0.0,0.0,0.0,6000.0
DOXnet,Laupen BE,Bösingenstrasse 16,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Schweizerische Adipositas-Stiftung SAPS,Zürich,Baumackerstrasse 42,hco,2017,6000.0,0.0,0.0,0.0,0.0,0.0,6000.0
SGAMSP,Zürich,Weinbergstrasse 31,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Bio Zentrum,Basel,Klingelbergstrasse 50/70,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Fondation Gentiana pour la Conaissance des Plantes Médicinales,Ravoire,Chalet Gentianella,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
hpr health professionals in rheumatology switzerland,Regensdorf,Roosstrasse 58,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Hôpital de La Tour,Genève,Avenue J.-D.-Maillard 3,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
SOG SVRG,Olten,Louis Giroud Strasse 26,hco,2017,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Kreyden Praxis Methininserhof,Muttenz,Baselstrasse 9,hco,2017,0.0,0.0,0.0,0.0,5950.0,0.0,5950.0
Schmerzklinik Basel,Basel,Hirschgässlein 11-15,hco,2017,0.0,4500.0,0.0,0.0,1400.0,0.0,5900.0
LH Pflegeakademie GmbH,Liestal,Postfach 278,hco,2017,0.0,5900.0,0.0,0.0,0.0,0.0,5900.0
Arbeitsgemeinschaft für gynäkologische Endoskopie (AGE/GTEG),Bern,Thunstrasse 27,hco,2017,0.0,5800.0,0.0,0.0,0.0,0.0,5800.0
Centro Sclerosi Multipla - Neurocntro Della Svizzera Italiana,Lugano,Via Tesserete 46,hco,2017,0.0,5783.05,0.0,0.0,0.0,0.0,5783.05
Privatklinik Meiringen,Meiringen,Willigen,hco,2017,0.0,5750.0,0.0,0.0,0.0,0.0,5750.0
